GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,RES_ONLYA,TRUSTA,AIANHHA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,IFC001
"G0500950","2010","3","7","Arkansas","05","Monroe County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Monroe County",,4455
"G0500970","2010","3","7","Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Montgomery County",,5763
"G0500990","2010","3","7","Arkansas","05","Nevada County","099",,,,,,,,,,,,,,"26260","99999","999",,,,,,,,,,,,,,"Nevada County",,4563
"G0501010","2010","3","7","Arkansas","05","Newton County","101",,,,,,,,,,,,,,"25460","99999","999",,,,,,,,,,,,,,"Newton County",,4664
"G0501030","2010","3","7","Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,"15780","99999","999",,,,,,,,,,,,,,"Ouachita County",,13121
"G0501050","2010","3","7","Arkansas","05","Perry County","105",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Perry County",,4907
"G0501070","2010","3","7","Arkansas","05","Phillips County","107",,,,,,,,,,,,,,"25760","99999","999",,,,,,,,,,,,,,"Phillips County",,10126
"G0501090","2010","3","7","Arkansas","05","Pike County","109",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pike County",,5580
"G0501110","2010","3","7","Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,"27860","99999","308",,,,,,,,,,,,,,"Poinsett County",,10923
"G0501130","2010","3","7","Arkansas","05","Polk County","113",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Polk County",,10002
"G0501150","2010","3","7","Arkansas","05","Pope County","115",,,,,,,,,,,,,,"40780","99999","999",,,,,,,,,,,,,,"Pope County",,25551
"G0501170","2010","3","7","Arkansas","05","Prairie County","117",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Prairie County",,4503
"G0501190","2010","3","7","Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Pulaski County",,175555
"G0501210","2010","3","7","Arkansas","05","Randolph County","121",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Randolph County",,8513
"G0501230","2010","3","7","Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,"22620","99999","999",,,,,,,,,,,,,,"St. Francis County",,10903
"G0501250","2010","3","7","Arkansas","05","Saline County","125",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Saline County",,44811
"G0501270","2010","3","7","Arkansas","05","Scott County","127",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Scott County",,5193
"G0501290","2010","3","7","Arkansas","05","Searcy County","129",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Searcy County",,4900
"G0501310","2010","3","7","Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,"22900","99999","999",,,,,,,,,,,,,,"Sebastian County",,54651
"G0501330","2010","3","7","Arkansas","05","Sevier County","133",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sevier County",,6887
"G0501350","2010","3","7","Arkansas","05","Sharp County","135",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sharp County",,9822
"G0501370","2010","3","7","Arkansas","05","Stone County","137",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Stone County",,6712
"G0501390","2010","3","7","Arkansas","05","Union County","139",,,,,,,,,,,,,,"20980","99999","999",,,,,,,,,,,,,,"Union County",,19653
"G0501410","2010","3","7","Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Van Buren County",,10345
"G0501430","2010","3","7","Arkansas","05","Washington County","143",,,,,,,,,,,,,,"22220","99999","999",,,,,,,,,,,,,,"Washington County",,87808
"G0501450","2010","3","7","Arkansas","05","White County","145",,,,,,,,,,,,,,"42620","99999","340",,,,,,,,,,,,,,"White County",,32488
"G0501470","2010","3","7","Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Woodruff County",,3893
"G0501490","2010","3","7","Arkansas","05","Yell County","149",,,,,,,,,,,,,,"40780","99999","999",,,,,,,,,,,,,,"Yell County",,9752
"G0600010","2010","4","9","California","06","Alameda County","001",,,,,,,,,,,,,,"41860","36084","488",,,,,,,,,,,,,,"Alameda County",,582549
"G0600030","2010","4","9","California","06","Alpine County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Alpine County",,1760
"G0600050","2010","4","9","California","06","Amador County","005",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Amador County",,18032
"G0600070","2010","4","9","California","06","Butte County","007",,,,,,,,,,,,,,"17020","99999","999",,,,,,,,,,,,,,"Butte County",,95835
"G0600090","2010","4","9","California","06","Calaveras County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Calaveras County",,27925
"G0600110","2010","4","9","California","06","Colusa County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Colusa County",,7883
"G0600130","2010","4","9","California","06","Contra Costa County","013",,,,,,,,,,,,,,"41860","36084","488",,,,,,,,,,,,,,"Contra Costa County",,400263
"G0600150","2010","4","9","California","06","Del Norte County","015",,,,,,,,,,,,,,"18860","99999","999",,,,,,,,,,,,,,"Del Norte County",,11186
"G0600170","2010","4","9","California","06","El Dorado County","017",,,,,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,,,"El Dorado County",,88159
"G0600190","2010","4","9","California","06","Fresno County","019",,,,,,,,,,,,,,"23420","99999","260",,,,,,,,,,,,,,"Fresno County",,315531
"G0600210","2010","4","9","California","06","Glenn County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Glenn County",,10778
"G0600230","2010","4","9","California","06","Humboldt County","023",,,,,,,,,,,,,,"21700","99999","999",,,,,,,,,,,,,,"Humboldt County",,61559
"G0600250","2010","4","9","California","06","Imperial County","025",,,,,,,,,,,,,,"20940","99999","999",,,,,,,,,,,,,,"Imperial County",,56067
"G0600270","2010","4","9","California","06","Inyo County","027",,,,,,,,,,,,,,"13860","99999","999",,,,,,,,,,,,,,"Inyo County",,9478
"G0600290","2010","4","9","California","06","Kern County","029",,,,,,,,,,,,,,"12540","99999","999",,,,,,,,,,,,,,"Kern County",,284367
"G0600310","2010","4","9","California","06","Kings County","031",,,,,,,,,,,,,,"25260","99999","999",,,,,,,,,,,,,,"Kings County",,43867
"G0600330","2010","4","9","California","06","Lake County","033",,,,,,,,,,,,,,"17340","99999","999",,,,,,,,,,,,,,"Lake County",,35492
"G0600350","2010","4","9","California","06","Lassen County","035",,,,,,,,,,,,,,"45000","99999","999",,,,,,,,,,,,,,"Lassen County",,12710
"G0600370","2010","4","9","California","06","Los Angeles County","037",,,,,,,,,,,,,,"31100","31084","348",,,,,,,,,,,,,,"Los Angeles County",,3445076
"G0600390","2010","4","9","California","06","Madera County","039",,,,,,,,,,,,,,"31460","99999","260",,,,,,,,,,,,,,"Madera County",,49140
"G0600410","2010","4","9","California","06","Marin County","041",,,,,,,,,,,,,,"41860","41884","488",,,,,,,,,,,,,,"Marin County",,111214
"G0600430","2010","4","9","California","06","Mariposa County","043",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mariposa County",,10188
"G0600450","2010","4","9","California","06","Mendocino County","045",,,,,,,,,,,,,,"46380","99999","999",,,,,,,,,,,,,,"Mendocino County",,40323
"G0600470","2010","4","9","California","06","Merced County","047",,,,,,,,,,,,,,"32900","99999","999",,,,,,,,,,,,,,"Merced County",,83698
"G0600490","2010","4","9","California","06","Modoc County","049",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Modoc County",,5192
"G0600510","2010","4","9","California","06","Mono County","051",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mono County",,13912
"G0600530","2010","4","9","California","06","Monterey County","053",,,,,,,,,,,,,,"41500","99999","999",,,,,,,,,,,,,,"Monterey County",,139048
"G0600550","2010","4","9","California","06","Napa County","055",,,,,,,,,,,,,,"34900","99999","488",,,,,,,,,,,,,,"Napa County",,54759
"G0600570","2010","4","9","California","06","Nevada County","057",,,,,,,,,,,,,,"46020","99999","472",,,,,,,,,,,,,,"Nevada County",,52590
"G0600590","2010","4","9","California","06","Orange County","059",,,,,,,,,,,,,,"31100","42044","348",,,,,,,,,,,,,,"Orange County",,1048907
"G0600610","2010","4","9","California","06","Placer County","061",,,,,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,,,"Placer County",,152648
"G0600630","2010","4","9","California","06","Plumas County","063",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Plumas County",,15566
"G0600650","2010","4","9","California","06","Riverside County","065",,,,,,,,,,,,,,"40140","99999","348",,,,,,,,,,,,,,"Riverside County",,800707
"G0600670","2010","4","9","California","06","Sacramento County","067",,,,,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,,,"Sacramento County",,555932
"G0600690","2010","4","9","California","06","San Benito County","069",,,,,,,,,,,,,,"41940","99999","488",,,,,,,,,,,,,,"San Benito County",,17870
"G0600710","2010","4","9","California","06","San Bernardino County","071",,,,,,,,,,,,,,"40140","99999","348",,,,,,,,,,,,,,"San Bernardino County",,699637
"G0600730","2010","4","9","California","06","San Diego County","073",,,,,,,,,,,,,,"41740","99999","999",,,,,,,,,,,,,,"San Diego County",,1164786
"G0600750","2010","4","9","California","06","San Francisco County","075",,,,,,,,,,,,,,"41860","41884","488",,,,,,,,,,,,,,"San Francisco County",,376942
"G0600770","2010","4","9","California","06","San Joaquin County","077",,,,,,,,,,,,,,"44700","99999","999",,,,,,,,,,,,,,"San Joaquin County",,233755
"G0600790","2010","4","9","California","06","San Luis Obispo County","079",,,,,,,,,,,,,,"42020","99999","999",,,,,,,,,,,,,,"San Luis Obispo County",,117315
"G0600810","2010","4","9","California","06","San Mateo County","081",,,,,,,,,,,,,,"41860","41884","488",,,,,,,,,,,,,,"San Mateo County",,271031
"G0600830","2010","4","9","California","06","Santa Barbara County","083",,,,,,,,,,,,,,"42060","99999","999",,,,,,,,,,,,,,"Santa Barbara County",,152834
"G0600850","2010","4","9","California","06","Santa Clara County","085",,,,,,,,,,,,,,"41940","99999","488",,,,,,,,,,,,,,"Santa Clara County",,631920
"G0600870","2010","4","9","California","06","Santa Cruz County","087",,,,,,,,,,,,,,"42100","99999","488",,,,,,,,,,,,,,"Santa Cruz County",,104476
"G0600890","2010","4","9","California","06","Shasta County","089",,,,,,,,,,,,,,"39820","99999","999",,,,,,,,,,,,,,"Shasta County",,77313
"G0600910","2010","4","9","California","06","Sierra County","091",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sierra County",,2328
"G0600930","2010","4","9","California","06","Siskiyou County","093",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Siskiyou County",,23910
"G0600950","2010","4","9","California","06","Solano County","095",,,,,,,,,,,,,,"46700","99999","488",,,,,,,,,,,,,,"Solano County",,152698
"G0600970","2010","4","9","California","06","Sonoma County","097",,,,,,,,,,,,,,"42220","99999","488",,,,,,,,,,,,,,"Sonoma County",,204572
"G0600990","2010","4","9","California","06","Stanislaus County","099",,,,,,,,,,,,,,"33700","99999","999",,,,,,,,,,,,,,"Stanislaus County",,179503
"G0601010","2010","4","9","California","06","Sutter County","101",,,,,,,,,,,,,,"49700","99999","472",,,,,,,,,,,,,,"Sutter County",,33858
"G0601030","2010","4","9","California","06","Tehama County","103",,,,,,,,,,,,,,"39780","99999","999",,,,,,,,,,,,,,"Tehama County",,26987
"G0601050","2010","4","9","California","06","Trinity County","105",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Trinity County",,8681
"G0601070","2010","4","9","California","06","Tulare County","107",,,,,,,,,,,,,,"47300","99999","999",,,,,,,,,,,,,,"Tulare County",,141696
"G0601090","2010","4","9","California","06","Tuolumne County","109",,,,,,,,,,,,,,"38020","99999","999",,,,,,,,,,,,,,"Tuolumne County",,31244
"G0601110","2010","4","9","California","06","Ventura County","111",,,,,,,,,,,,,,"37100","99999","348",,,,,,,,,,,,,,"Ventura County",,281695
"G0601130","2010","4","9","California","06","Yolo County","113",,,,,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,,,"Yolo County",,75054
"G0601150","2010","4","9","California","06","Yuba County","115",,,,,,,,,,,,,,"49700","99999","472",,,,,,,,,,,,,,"Yuba County",,27635
"G0800010","2010","4","8","Colorado","08","Adams County","001",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Adams County",,163136
"G0800030","2010","4","8","Colorado","08","Alamosa County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Alamosa County",,6554
"G0800050","2010","4","8","Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Arapahoe County",,238301
"G0800070","2010","4","8","Colorado","08","Archuleta County","007",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Archuleta County",,8762
"G0800090","2010","4","8","Colorado","08","Baca County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Baca County",,2248
"G0800110","2010","4","8","Colorado","08","Bent County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bent County",,2242
"G0800130","2010","4","8","Colorado","08","Boulder County","013",,,,,,,,,,,,,,"14500","99999","216",,,,,,,,,,,,,,"Boulder County",,127071
"G0800140","2010","4","8","Colorado","08","Broomfield County","014",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Broomfield County",,22646
"G0800150","2010","4","8","Colorado","08","Chaffee County","015",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Chaffee County",,10020
"G0800170","2010","4","8","Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cheyenne County",,975
"G0800190","2010","4","8","Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Clear Creek County",,5685
"G0800210","2010","4","8","Colorado","08","Conejos County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Conejos County",,4286
"G0800230","2010","4","8","Colorado","08","Costilla County","023",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Costilla County",,2613
"G0800250","2010","4","8","Colorado","08","Crowley County","025",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Crowley County",,1559
"G0800270","2010","4","8","Colorado","08","Custer County","027",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Custer County",,3956
"G0800290","2010","4","8","Colorado","08","Delta County","029",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Delta County",,14572
"G0800310","2010","4","8","Colorado","08","Denver County","031",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Denver County",,285797
"G0800330","2010","4","8","Colorado","08","Dolores County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dolores County",,1468
"G0800350","2010","4","8","Colorado","08","Douglas County","035",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Douglas County",,106859
"G0800370","2010","4","8","Colorado","08","Eagle County","037",,,,,,,,,,,,,,"20780","99999","999",,,,,,,,,,,,,,"Eagle County",,31312
"G0800390","2010","4","8","Colorado","08","Elbert County","039",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Elbert County",,8939
"G0800410","2010","4","8","Colorado","08","El Paso County","041",,,,,,,,,,,,,,"17820","99999","999",,,,,,,,,,,,,,"El Paso County",,252852
"G0800430","2010","4","8","Colorado","08","Fremont County","043",,,,,,,,,,,,,,"15860","99999","999",,,,,,,,,,,,,,"Fremont County",,19242
"G0800450","2010","4","8","Colorado","08","Garfield County","045",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Garfield County",,23309
"G0800470","2010","4","8","Colorado","08","Gilpin County","047",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Gilpin County",,3560
"G0800490","2010","4","8","Colorado","08","Grand County","049",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Grand County",,16061
"G0800510","2010","4","8","Colorado","08","Gunnison County","051",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Gunnison County",,11412
"G0800530","2010","4","8","Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hinsdale County",,1388
"G0800550","2010","4","8","Colorado","08","Huerfano County","055",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Huerfano County",,5075
"G0800570","2010","4","8","Colorado","08","Jackson County","057",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jackson County",,1286
"G0800590","2010","4","8","Colorado","08","Jefferson County","059",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Jefferson County",,229967
"G0800610","2010","4","8","Colorado","08","Kiowa County","061",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Kiowa County",,805
"G0800630","2010","4","8","Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Kit Carson County",,3527
"G0800650","2010","4","8","Colorado","08","Lake County","065",,,,,,,,,,,,,,"20780","99999","999",,,,,,,,,,,,,,"Lake County",,4271
"G0800670","2010","4","8","Colorado","08","La Plata County","067",,,,,,,,,,,,,,"20420","99999","999",,,,,,,,,,,,,,"La Plata County",,25860
"G0800690","2010","4","8","Colorado","08","Larimer County","069",,,,,,,,,,,,,,"22660","99999","999",,,,,,,,,,,,,,"Larimer County",,132722
"G0800710","2010","4","8","Colorado","08","Las Animas County","071",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Las Animas County",,8217
"G0800730","2010","4","8","Colorado","08","Lincoln County","073",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lincoln County",,2420
"G0800750","2010","4","8","Colorado","08","Logan County","075",,,,,,,,,,,,,,"44540","99999","999",,,,,,,,,,,,,,"Logan County",,8981
"G0800770","2010","4","8","Colorado","08","Mesa County","077",,,,,,,,,,,,,,"24300","99999","999",,,,,,,,,,,,,,"Mesa County",,62644
"G0800790","2010","4","8","Colorado","08","Mineral County","079",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mineral County",,1201
"G0800810","2010","4","8","Colorado","08","Moffat County","081",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Moffat County",,6196
"G0800830","2010","4","8","Colorado","08","Montezuma County","083",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Montezuma County",,12094
"G0800850","2010","4","8","Colorado","08","Montrose County","085",,,,,,,,,,,,,,"33940","99999","999",,,,,,,,,,,,,,"Montrose County",,18250
"G0800870","2010","4","8","Colorado","08","Morgan County","087",,,,,,,,,,,,,,"22820","99999","999",,,,,,,,,,,,,,"Morgan County",,11490
"G0800890","2010","4","8","Colorado","08","Otero County","089",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Otero County",,8969
"G0800910","2010","4","8","Colorado","08","Ouray County","091",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Ouray County",,3083
"G0800930","2010","4","8","Colorado","08","Park County","093",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Park County",,13947
"G0800950","2010","4","8","Colorado","08","Phillips County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Phillips County",,2087
"G0800970","2010","4","8","Colorado","08","Pitkin County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pitkin County",,12953
"G0800990","2010","4","8","Colorado","08","Prowers County","099",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Prowers County",,5942
"G0801010","2010","4","8","Colorado","08","Pueblo County","101",,,,,,,,,,,,,,"39380","99999","999",,,,,,,,,,,,,,"Pueblo County",,69526
"G0801030","2010","4","8","Colorado","08","Rio Blanco County","103",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rio Blanco County",,3309
"G0801050","2010","4","8","Colorado","08","Rio Grande County","105",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rio Grande County",,6630
"G0801070","2010","4","8","Colorado","08","Routt County","107",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Routt County",,16303
"G0801090","2010","4","8","Colorado","08","Saguache County","109",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Saguache County",,3843
"G0801110","2010","4","8","Colorado","08","San Juan County","111",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"San Juan County",,756
"G0801130","2010","4","8","Colorado","08","San Miguel County","113",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"San Miguel County",,6638
"G0801150","2010","4","8","Colorado","08","Sedgwick County","115",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sedgwick County",,1415
"G0801170","2010","4","8","Colorado","08","Summit County","117",,,,,,,,,,,,,,"43540","99999","999",,,,,,,,,,,,,,"Summit County",,29842
"G0801190","2010","4","8","Colorado","08","Teller County","119",,,,,,,,,,,,,,"17820","99999","999",,,,,,,,,,,,,,"Teller County",,12643
"G0801210","2010","4","8","Colorado","08","Washington County","121",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Washington County",,2434
"G0801230","2010","4","8","Colorado","08","Weld County","123",,,,,,,,,,,,,,"24540","99999","216",,,,,,,,,,,,,,"Weld County",,96281
"G0801250","2010","4","8","Colorado","08","Yuma County","125",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Yuma County",,4466
"G0900010","2010","1","1","Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,"14860","99999","408",,,,,,,,,,,,,,"Fairfield County",,361221
"G0900030","2010","1","1","Connecticut","09","Hartford County","003",,,,,,,,,,,,,,"25540","99999","278",,,,,,,,,,,,,,"Hartford County",,374249
"G0900050","2010","1","1","Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,"45860","99999","408",,,,,,,,,,,,,,"Litchfield County",,87550
"G0900070","2010","1","1","Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,"25540","99999","278",,,,,,,,,,,,,,"Middlesex County",,74837
"G0900090","2010","1","1","Connecticut","09","New Haven County","009",,,,,,,,,,,,,,"35300","99999","408",,,,,,,,,,,,,,"New Haven County",,362004
"G0900110","2010","1","1","Connecticut","09","New London County","011",,,,,,,,,,,,,,"35980","99999","999",,,,,,,,,,,,,,"New London County",,120994
"G0900130","2010","1","1","Connecticut","09","Tolland County","013",,,,,,,,,,,,,,"25540","99999","278",,,,,,,,,,,,,,"Tolland County",,57963
"G0900150","2010","1","1","Connecticut","09","Windham County","015",,,,,,,,,,,,,,"48740","99999","278",,,,,,,,,,,,,,"Windham County",,49073
"G1000010","2010","3","5","Delaware","10","Kent County","001",,,,,,,,,,,,,,"20100","99999","999",,,,,,,,,,,,,,"Kent County",,65338
"G1000030","2010","3","5","Delaware","10","New Castle County","003",,,,,,,,,,,,,,"37980","48864","428",,,,,,,,,,,,,,"New Castle County",,217511
"G1000050","2010","3","5","Delaware","10","Sussex County","005",,,,,,,,,,,,,,"42580","99999","999",,,,,,,,,,,,,,"Sussex County",,123036
"G1100010","2010","3","5","District Of Columbia","11","District Of Columbia","001",,,,,,,,,,,,,,"47900","47894","548",,,,,,,,,,,,,,"District of Columbia",,296719
"G1200010","2010","3","5","Florida","12","Alachua County","001",,,,,,,,,,,,,,"23540","99999","999",,,,,,,,,,,,,,"Alachua County",,112766
"G1200030","2010","3","5","Florida","12","Baker County","003",,,,,,,,,,,,,,"27260","99999","999",,,,,,,,,,,,,,"Baker County",,9687
"G1200050","2010","3","5","Florida","12","Bay County","005",,,,,,,,,,,,,,"37460","99999","999",,,,,,,,,,,,,,"Bay County",,99650
"G1200070","2010","3","5","Florida","12","Bradford County","007",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bradford County",,11011
