GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,RES_ONLYA,TRUSTA,AIANHHA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,IFC001
"G2700470","2010","2","4","Minnesota","27","Freeborn County","047",,,,,,,,,,,,,,"10660","99999","999",,,,,,,,,,,,,,"Freeborn County",,14231
"G2700490","2010","2","4","Minnesota","27","Goodhue County","049",,,,,,,,,,,,,,"39860","99999","378",,,,,,,,,,,,,,"Goodhue County",,20337
"G2700510","2010","2","4","Minnesota","27","Grant County","051",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Grant County",,3324
"G2700530","2010","2","4","Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,"33460","99999","378",,,,,,,,,,,,,,"Hennepin County",,509469
"G2700550","2010","2","4","Minnesota","27","Houston County","055",,,,,,,,,,,,,,"29100","99999","999",,,,,,,,,,,,,,"Houston County",,8601
"G2700570","2010","2","4","Minnesota","27","Hubbard County","057",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hubbard County",,14622
"G2700590","2010","2","4","Minnesota","27","Isanti County","059",,,,,,,,,,,,,,"33460","99999","378",,,,,,,,,,,,,,"Isanti County",,15321
"G2700610","2010","2","4","Minnesota","27","Itasca County","061",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Itasca County",,27065
"G2700630","2010","2","4","Minnesota","27","Jackson County","063",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jackson County",,4990
"G2700650","2010","2","4","Minnesota","27","Kanabec County","065",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Kanabec County",,7849
"G2700670","2010","2","4","Minnesota","27","Kandiyohi County","067",,,,,,,,,,,,,,"48820","99999","999",,,,,,,,,,,,,,"Kandiyohi County",,19476
"G2700690","2010","2","4","Minnesota","27","Kittson County","069",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Kittson County",,2605
"G2700710","2010","2","4","Minnesota","27","Koochiching County","071",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Koochiching County",,7900
"G2700730","2010","2","4","Minnesota","27","Lac qui Parle County","073",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lac qui Parle County",,3692
"G2700750","2010","2","4","Minnesota","27","Lake County","075",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lake County",,7681
"G2700770","2010","2","4","Minnesota","27","Lake of the Woods County","077",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lake of the Woods County",,3672
"G2700790","2010","2","4","Minnesota","27","Le Sueur County","079",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Le Sueur County",,12416
"G2700810","2010","2","4","Minnesota","27","Lincoln County","081",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lincoln County",,3108
"G2700830","2010","2","4","Minnesota","27","Lyon County","083",,,,,,,,,,,,,,"32140","99999","999",,,,,,,,,,,,,,"Lyon County",,11098
"G2700850","2010","2","4","Minnesota","27","McLeod County","085",,,,,,,,,,,,,,"26780","99999","378",,,,,,,,,,,,,,"McLeod County",,15760
"G2700870","2010","2","4","Minnesota","27","Mahnomen County","087",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mahnomen County",,2786
"G2700890","2010","2","4","Minnesota","27","Marshall County","089",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Marshall County",,4812
"G2700910","2010","2","4","Minnesota","27","Martin County","091",,,,,,,,,,,,,,"21860","99999","999",,,,,,,,,,,,,,"Martin County",,10009
"G2700930","2010","2","4","Minnesota","27","Meeker County","093",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Meeker County",,10674
"G2700950","2010","2","4","Minnesota","27","Mille Lacs County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mille Lacs County",,12750
"G2700970","2010","2","4","Minnesota","27","Morrison County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Morrison County",,15731
"G2700990","2010","2","4","Minnesota","27","Mower County","099",,,,,,,,,,,,,,"12380","99999","999",,,,,,,,,,,,,,"Mower County",,17027
"G2701010","2010","2","4","Minnesota","27","Murray County","101",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Murray County",,4556
"G2701030","2010","2","4","Minnesota","27","Nicollet County","103",,,,,,,,,,,,,,"31860","99999","999",,,,,,,,,,,,,,"Nicollet County",,12873
"G2701050","2010","2","4","Minnesota","27","Nobles County","105",,,,,,,,,,,,,,"49380","99999","999",,,,,,,,,,,,,,"Nobles County",,8535
"G2701070","2010","2","4","Minnesota","27","Norman County","107",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Norman County",,3421
"G2701090","2010","2","4","Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,"40340","99999","999",,,,,,,,,,,,,,"Olmsted County",,60495
"G2701110","2010","2","4","Minnesota","27","Otter Tail County","111",,,,,,,,,,,,,,"22260","99999","999",,,,,,,,,,,,,,"Otter Tail County",,35594
"G2701130","2010","2","4","Minnesota","27","Pennington County","113",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pennington County",,6297
"G2701150","2010","2","4","Minnesota","27","Pine County","115",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pine County",,17276
"G2701170","2010","2","4","Minnesota","27","Pipestone County","117",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pipestone County",,4483
"G2701190","2010","2","4","Minnesota","27","Polk County","119",,,,,,,,,,,,,,"24220","99999","999",,,,,,,,,,,,,,"Polk County",,14610
"G2701210","2010","2","4","Minnesota","27","Pope County","121",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pope County",,6435
"G2701230","2010","2","4","Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,"33460","99999","378",,,,,,,,,,,,,,"Ramsey County",,217197
"G2701250","2010","2","4","Minnesota","27","Red Lake County","125",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Red Lake County",,1948
"G2701270","2010","2","4","Minnesota","27","Redwood County","127",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Redwood County",,7272
"G2701290","2010","2","4","Minnesota","27","Renville County","129",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Renville County",,7355
"G2701310","2010","2","4","Minnesota","27","Rice County","131",,,,,,,,,,,,,,"22060","99999","378",,,,,,,,,,,,,,"Rice County",,24453
"G2701330","2010","2","4","Minnesota","27","Rock County","133",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rock County",,4262
"G2701350","2010","2","4","Minnesota","27","Roseau County","135",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Roseau County",,7469
"G2701370","2010","2","4","Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,"20260","99999","999",,,,,,,,,,,,,,"St. Louis County",,103058
"G2701390","2010","2","4","Minnesota","27","Scott County","139",,,,,,,,,,,,,,"33460","99999","378",,,,,,,,,,,,,,"Scott County",,47124
"G2701410","2010","2","4","Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,"33460","99999","378",,,,,,,,,,,,,,"Sherburne County",,32379
"G2701430","2010","2","4","Minnesota","27","Sibley County","143",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sibley County",,6582
"G2701450","2010","2","4","Minnesota","27","Stearns County","145",,,,,,,,,,,,,,"41060","99999","378",,,,,,,,,,,,,,"Stearns County",,61974
"G2701470","2010","2","4","Minnesota","27","Steele County","147",,,,,,,,,,,,,,"36940","99999","999",,,,,,,,,,,,,,"Steele County",,15343
"G2701490","2010","2","4","Minnesota","27","Stevens County","149",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Stevens County",,4160
"G2701510","2010","2","4","Minnesota","27","Swift County","151",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Swift County",,4835
"G2701530","2010","2","4","Minnesota","27","Todd County","153",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Todd County",,12917
"G2701550","2010","2","4","Minnesota","27","Traverse County","155",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Traverse County",,2073
"G2701570","2010","2","4","Minnesota","27","Wabasha County","157",,,,,,,,,,,,,,"40340","99999","999",,,,,,,,,,,,,,"Wabasha County",,9997
"G2701590","2010","2","4","Minnesota","27","Wadena County","159",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wadena County",,6899
"G2701610","2010","2","4","Minnesota","27","Waseca County","161",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Waseca County",,7903
"G2701630","2010","2","4","Minnesota","27","Washington County","163",,,,,,,,,,,,,,"33460","99999","378",,,,,,,,,,,,,,"Washington County",,92374
"G2701650","2010","2","4","Minnesota","27","Watonwan County","165",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Watonwan County",,5047
"G2701670","2010","2","4","Minnesota","27","Wilkin County","167",,,,,,,,,,,,,,"47420","99999","244",,,,,,,,,,,,,,"Wilkin County",,3078
"G2701690","2010","2","4","Minnesota","27","Winona County","169",,,,,,,,,,,,,,"49100","99999","999",,,,,,,,,,,,,,"Winona County",,20760
"G2701710","2010","2","4","Minnesota","27","Wright County","171",,,,,,,,,,,,,,"33460","99999","378",,,,,,,,,,,,,,"Wright County",,49000
"G2701730","2010","2","4","Minnesota","27","Yellow Medicine County","173",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Yellow Medicine County",,4760
"G2800010","2010","3","6","Mississippi","28","Adams County","001",,,,,,,,,,,,,,"35020","99999","999",,,,,,,,,,,,,,"Adams County",,14656
"G2800030","2010","3","6","Mississippi","28","Alcorn County","003",,,,,,,,,,,,,,"18420","99999","999",,,,,,,,,,,,,,"Alcorn County",,17077
"G2800050","2010","3","6","Mississippi","28","Amite County","005",,,,,,,,,,,,,,"32620","99999","999",,,,,,,,,,,,,,"Amite County",,6635
"G2800070","2010","3","6","Mississippi","28","Attala County","007",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Attala County",,9126
"G2800090","2010","3","6","Mississippi","28","Benton County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Benton County",,4186
"G2800110","2010","3","6","Mississippi","28","Bolivar County","011",,,,,,,,,,,,,,"17380","99999","999",,,,,,,,,,,,,,"Bolivar County",,14070
"G2800130","2010","3","6","Mississippi","28","Calhoun County","013",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Calhoun County",,6913
"G2800150","2010","3","6","Mississippi","28","Carroll County","015",,,,,,,,,,,,,,"24900","99999","999",,,,,,,,,,,,,,"Carroll County",,5052
"G2800170","2010","3","6","Mississippi","28","Chickasaw County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Chickasaw County",,7514
"G2800190","2010","3","6","Mississippi","28","Choctaw County","019",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Choctaw County",,4150
"G2800210","2010","3","6","Mississippi","28","Claiborne County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Claiborne County",,4223
"G2800230","2010","3","6","Mississippi","28","Clarke County","023",,,,,,,,,,,,,,"32940","99999","999",,,,,,,,,,,,,,"Clarke County",,7876
"G2800250","2010","3","6","Mississippi","28","Clay County","025",,,,,,,,,,,,,,"48500","99999","200",,,,,,,,,,,,,,"Clay County",,9180
"G2800270","2010","3","6","Mississippi","28","Coahoma County","027",,,,,,,,,,,,,,"17260","99999","999",,,,,,,,,,,,,,"Coahoma County",,10792
"G2800290","2010","3","6","Mississippi","28","Copiah County","029",,,,,,,,,,,,,,"27140","99999","298",,,,,,,,,,,,,,"Copiah County",,12184
"G2800310","2010","3","6","Mississippi","28","Covington County","031",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Covington County",,8496
"G2800330","2010","3","6","Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,,,"DeSoto County",,61634
"G2800350","2010","3","6","Mississippi","28","Forrest County","035",,,,,,,,,,,,,,"25620","99999","999",,,,,,,,,,,,,,"Forrest County",,32289
"G2800370","2010","3","6","Mississippi","28","Franklin County","037",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Franklin County",,4154
"G2800390","2010","3","6","Mississippi","28","George County","039",,,,,,,,,,,,,,"37700","99999","274",,,,,,,,,,,,,,"George County",,9330
"G2800410","2010","3","6","Mississippi","28","Greene County","041",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Greene County",,5123
"G2800430","2010","3","6","Mississippi","28","Grenada County","043",,,,,,,,,,,,,,"24980","99999","999",,,,,,,,,,,,,,"Grenada County",,10155
"G2800450","2010","3","6","Mississippi","28","Hancock County","045",,,,,,,,,,,,,,"25060","99999","274",,,,,,,,,,,,,,"Hancock County",,21840
"G2800470","2010","3","6","Mississippi","28","Harrison County","047",,,,,,,,,,,,,,"25060","99999","274",,,,,,,,,,,,,,"Harrison County",,85181
"G2800490","2010","3","6","Mississippi","28","Hinds County","049",,,,,,,,,,,,,,"27140","99999","298",,,,,,,,,,,,,,"Hinds County",,103421
"G2800510","2010","3","6","Mississippi","28","Holmes County","051",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Holmes County",,8415
"G2800530","2010","3","6","Mississippi","28","Humphreys County","053",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Humphreys County",,3855
"G2800550","2010","3","6","Mississippi","28","Issaquena County","055",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Issaquena County",,560
"G2800570","2010","3","6","Mississippi","28","Itawamba County","057",,,,,,,,,,,,,,"46180","99999","999",,,,,,,,,,,,,,"Itawamba County",,10126
"G2800590","2010","3","6","Mississippi","28","Jackson County","059",,,,,,,,,,,,,,"37700","99999","274",,,,,,,,,,,,,,"Jackson County",,60067
"G2800610","2010","3","6","Mississippi","28","Jasper County","061",,,,,,,,,,,,,,"29860","99999","999",,,,,,,,,,,,,,"Jasper County",,8212
"G2800630","2010","3","6","Mississippi","28","Jefferson County","063",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jefferson County",,3673
"G2800650","2010","3","6","Mississippi","28","Jefferson Davis County","065",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jefferson Davis County",,5876
"G2800670","2010","3","6","Mississippi","28","Jones County","067",,,,,,,,,,,,,,"29860","99999","999",,,,,,,,,,,,,,"Jones County",,28424
"G2800690","2010","3","6","Mississippi","28","Kemper County","069",,,,,,,,,,,,,,"32940","99999","999",,,,,,,,,,,,,,"Kemper County",,4722
"G2800710","2010","3","6","Mississippi","28","Lafayette County","071",,,,,,,,,,,,,,"37060","99999","999",,,,,,,,,,,,,,"Lafayette County",,22729
"G2800730","2010","3","6","Mississippi","28","Lamar County","073",,,,,,,,,,,,,,"25620","99999","999",,,,,,,,,,,,,,"Lamar County",,24070
"G2800750","2010","3","6","Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,"32940","99999","999",,,,,,,,,,,,,,"Lauderdale County",,34698
"G2800770","2010","3","6","Mississippi","28","Lawrence County","077",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lawrence County",,6019
"G2800790","2010","3","6","Mississippi","28","Leake County","079",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Leake County",,9415
"G2800810","2010","3","6","Mississippi","28","Lee County","081",,,,,,,,,,,,,,"46180","99999","999",,,,,,,,,,,,,,"Lee County",,35872
"G2800830","2010","3","6","Mississippi","28","Leflore County","083",,,,,,,,,,,,,,"24900","99999","999",,,,,,,,,,,,,,"Leflore County",,13199
"G2800850","2010","3","6","Mississippi","28","Lincoln County","085",,,,,,,,,,,,,,"15020","99999","999",,,,,,,,,,,,,,"Lincoln County",,15255
"G2800870","2010","3","6","Mississippi","28","Lowndes County","087",,,,,,,,,,,,,,"18060","99999","200",,,,,,,,,,,,,,"Lowndes County",,26556
"G2800890","2010","3","6","Mississippi","28","Madison County","089",,,,,,,,,,,,,,"27140","99999","298",,,,,,,,,,,,,,"Madison County",,38558
"G2800910","2010","3","6","Mississippi","28","Marion County","091",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Marion County",,11838
"G2800930","2010","3","6","Mississippi","28","Marshall County","093",,,,,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,,,"Marshall County",,14881
"G2800950","2010","3","6","Mississippi","28","Monroe County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Monroe County",,16455
"G2800970","2010","3","6","Mississippi","28","Montgomery County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Montgomery County",,5194
"G2800990","2010","3","6","Mississippi","28","Neshoba County","099",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Neshoba County",,12357
"G2801010","2010","3","6","Mississippi","28","Newton County","101",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Newton County",,9373
"G2801030","2010","3","6","Mississippi","28","Noxubee County","103",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Noxubee County",,5170
"G2801050","2010","3","6","Mississippi","28","Oktibbeha County","105",,,,,,,,,,,,,,"44260","99999","999",,,,,,,,,,,,,,"Oktibbeha County",,20947
"G2801070","2010","3","6","Mississippi","28","Panola County","107",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Panola County",,14697
"G2801090","2010","3","6","Mississippi","28","Pearl River County","109",,,,,,,,,,,,,,"38100","99999","999",,,,,,,,,,,,,,"Pearl River County",,23968
"G2801110","2010","3","6","Mississippi","28","Perry County","111",,,,,,,,,,,,,,"25620","99999","999",,,,,,,,,,,,,,"Perry County",,5519
"G2801130","2010","3","6","Mississippi","28","Pike County","113",,,,,,,,,,,,,,"32620","99999","999",,,,,,,,,,,,,,"Pike County",,17861
"G2801150","2010","3","6","Mississippi","28","Pontotoc County","115",,,,,,,,,,,,,,"46180","99999","999",,,,,,,,,,,,,,"Pontotoc County",,12440
"G2801170","2010","3","6","Mississippi","28","Prentiss County","117",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Prentiss County",,11054
"G2801190","2010","3","6","Mississippi","28","Quitman County","119",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Quitman County",,3589
"G2801210","2010","3","6","Mississippi","28","Rankin County","121",,,,,,,,,,,,,,"27140","99999","298",,,,,,,,,,,,,,"Rankin County",,56487
"G2801230","2010","3","6","Mississippi","28","Scott County","123",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Scott County",,11470
"G2801250","2010","3","6","Mississippi","28","Sharkey County","125",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sharkey County",,2100
"G2801270","2010","3","6","Mississippi","28","Simpson County","127",,,,,,,,,,,,,,"27140","99999","298",,,,,,,,,,,,,,"Simpson County",,11934
"G2801290","2010","3","6","Mississippi","28","Smith County","129",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Smith County",,7237
"G2801310","2010","3","6","Mississippi","28","Stone County","131",,,,,,,,,,,,,,"25060","99999","274",,,,,,,,,,,,,,"Stone County",,7161
"G2801330","2010","3","6","Mississippi","28","Sunflower County","133",,,,,,,,,,,,,,"26940","99999","999",,,,,,,,,,,,,,"Sunflower County",,9685
"G2801350","2010","3","6","Mississippi","28","Tallahatchie County","135",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Tallahatchie County",,5530
"G2801370","2010","3","6","Mississippi","28","Tate County","137",,,,,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,,,"Tate County",,10947
"G2801390","2010","3","6","Mississippi","28","Tippah County","139",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Tippah County",,9696
"G2801410","2010","3","6","Mississippi","28","Tishomingo County","141",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Tishomingo County",,10295
"G2801430","2010","3","6","Mississippi","28","Tunica County","143",,,,,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,,,"Tunica County",,4803
"G2801450","2010","3","6","Mississippi","28","Union County","145",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Union County",,11520
"G2801470","2010","3","6","Mississippi","28","Walthall County","147",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Walthall County",,7132
"G2801490","2010","3","6","Mississippi","28","Warren County","149",,,,,,,,,,,,,,"46980","99999","999",,,,,,,,,,,,,,"Warren County",,21896
"G2801510","2010","3","6","Mississippi","28","Washington County","151",,,,,,,,,,,,,,"24740","99999","999",,,,,,,,,,,,,,"Washington County",,21708
"G2801530","2010","3","6","Mississippi","28","Wayne County","153",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wayne County",,9213
"G2801550","2010","3","6","Mississippi","28","Webster County","155",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Webster County",,4804
"G2801570","2010","3","6","Mississippi","28","Wilkinson County","157",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wilkinson County",,5037
"G2801590","2010","3","6","Mississippi","28","Winston County","159",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Winston County",,8745
"G2801610","2010","3","6","Mississippi","28","Yalobusha County","161",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Yalobusha County",,6344
"G2801630","2010","3","6","Mississippi","28","Yazoo County","163",,,,,,,,,,,,,,"49540","99999","298",,,,,,,,,,,,,,"Yazoo County",,10074
"G2900010","2010","2","4","Missouri","29","Adair County","001",,,,,,,,,,,,,,"28860","99999","999",,,,,,,,,,,,,,"Adair County",,11263
"G2900030","2010","2","4","Missouri","29","Andrew County","003",,,,,,,,,,,,,,"41140","99999","999",,,,,,,,,,,,,,"Andrew County",,7306
"G2900050","2010","2","4","Missouri","29","Atchison County","005",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Atchison County",,2985
"G2900070","2010","2","4","Missouri","29","Audrain County","007",,,,,,,,,,,,,,"33020","99999","999",,,,,,,,,,,,,,"Audrain County",,10852
"G2900090","2010","2","4","Missouri","29","Barry County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Barry County",,17523
"G2900110","2010","2","4","Missouri","29","Barton County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Barton County",,5600
"G2900130","2010","2","4","Missouri","29","Bates County","013",,,,,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Bates County",,7842
"G2900150","2010","2","4","Missouri","29","Benton County","015",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Benton County",,14150
"G2900170","2010","2","4","Missouri","29","Bollinger County","017",,,,,,,,,,,,,,"16020","99999","164",,,,,,,,,,,,,,"Bollinger County",,5878
"G2900190","2010","2","4","Missouri","29","Boone County","019",,,,,,,,,,,,,,"17860","99999","999",,,,,,,,,,,,,,"Boone County",,69551
"G2900210","2010","2","4","Missouri","29","Buchanan County","021",,,,,,,,,,,,,,"41140","99999","999",,,,,,,,,,,,,,"Buchanan County",,38427
"G2900230","2010","2","4","Missouri","29","Butler County","023",,,,,,,,,,,,,,"38740","99999","999",,,,,,,,,,,,,,"Butler County",,19731
"G2900250","2010","2","4","Missouri","29","Caldwell County","025",,,,,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Caldwell County",,4605
"G2900270","2010","2","4","Missouri","29","Callaway County","027",,,,,,,,,,,,,,"27620","99999","999",,,,,,,,,,,,,,"Callaway County",,18522
"G2900290","2010","2","4","Missouri","29","Camden County","029",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Camden County",,41183
"G2900310","2010","2","4","Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,"16020","99999","164",,,,,,,,,,,,,,"Cape Girardeau County",,32616
"G2900330","2010","2","4","Missouri","29","Carroll County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Carroll County",,4630
"G2900350","2010","2","4","Missouri","29","Carter County","035",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Carter County",,3247
"G2900370","2010","2","4","Missouri","29","Cass County","037",,,,,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Cass County",,40030
"G2900390","2010","2","4","Missouri","29","Cedar County","039",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cedar County",,7224
"G2900410","2010","2","4","Missouri","29","Chariton County","041",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Chariton County",,4167
"G2900430","2010","2","4","Missouri","29","Christian County","043",,,,,,,,,,,,,,"44180","99999","999",,,,,,,,,,,,,,"Christian County",,31576
"G2900450","2010","2","4","Missouri","29","Clark County","045",,,,,,,,,,,,,,"22800","99999","999",,,,,,,,,,,,,,"Clark County",,3473
"G2900470","2010","2","4","Missouri","29","Clay County","047",,,,,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Clay County",,93918
"G2900490","2010","2","4","Missouri","29","Clinton County","049",,,,,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Clinton County",,8876
"G2900510","2010","2","4","Missouri","29","Cole County","051",,,,,,,,,,,,,,"27620","99999","999",,,,,,,,,,,,,,"Cole County",,32324
"G2900530","2010","2","4","Missouri","29","Cooper County","053",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cooper County",,7463
"G2900550","2010","2","4","Missouri","29","Crawford County","055",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Crawford County",,11955
"G2900570","2010","2","4","Missouri","29","Dade County","057",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dade County",,3965
"G2900590","2010","2","4","Missouri","29","Dallas County","059",,,,,,,,,,,,,,"44180","99999","999",,,,,,,,,,,,,,"Dallas County",,7662
"G2900610","2010","2","4","Missouri","29","Daviess County","061",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Daviess County",,4199
"G2900630","2010","2","4","Missouri","29","DeKalb County","063",,,,,,,,,,,,,,"41140","99999","999",,,,,,,,,,,,,,"DeKalb County",,4329
"G2900650","2010","2","4","Missouri","29","Dent County","065",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dent County",,7285
"G2900670","2010","2","4","Missouri","29","Douglas County","067",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Douglas County",,6519
"G2900690","2010","2","4","Missouri","29","Dunklin County","069",,,,,,,,,,,,,,"28380","99999","999",,,,,,,,,,,,,,"Dunklin County",,14419
"G2900710","2010","2","4","Missouri","29","Franklin County","071",,,,,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,,,"Franklin County",,43419
