GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,MSA_CMSAA,PMSAA,NECMAA,NAME,FKI001
G1701590,2000,2,3,Illinois,17,Richland,159,9999,9999,9999,Richland County,7468
G1701610,2000,2,3,Illinois,17,Rock Island,161,1960,9999,9999,Rock Island County,64489
G1701630,2000,2,3,Illinois,17,St Clair,163,7040,9999,9999,St. Clair County,104446
G1701650,2000,2,3,Illinois,17,Saline,165,9999,9999,9999,Saline County,12360
G1701670,2000,2,3,Illinois,17,Sangamon,167,7880,9999,9999,Sangamon County,85459
G1701690,2000,2,3,Illinois,17,Schuyler,169,9999,9999,9999,Schuyler County,3304
G1701710,2000,2,3,Illinois,17,Scott,171,9999,9999,9999,Scott County,2464
G1701730,2000,2,3,Illinois,17,Shelby,173,9999,9999,9999,Shelby County,10060
G1701750,2000,2,3,Illinois,17,Stark,175,9999,9999,9999,Stark County,2725
G1701770,2000,2,3,Illinois,17,Stephenson,177,9999,9999,9999,Stephenson County,21713
G1701790,2000,2,3,Illinois,17,Tazewell,179,6120,9999,9999,Tazewell County,52973
G1701810,2000,2,3,Illinois,17,Union,181,9999,9999,9999,Union County,7894
G1701830,2000,2,3,Illinois,17,Vermilion,183,9999,9999,9999,Vermilion County,36349
G1701850,2000,2,3,Illinois,17,Wabash,185,9999,9999,9999,Wabash County,5758
G1701870,2000,2,3,Illinois,17,Warren,187,9999,9999,9999,Warren County,7787
G1701890,2000,2,3,Illinois,17,Washington,189,9999,9999,9999,Washington County,6385
G1701910,2000,2,3,Illinois,17,Wayne,191,9999,9999,9999,Wayne County,7950
G1701930,2000,2,3,Illinois,17,White,193,9999,9999,9999,White County,7393
G1701950,2000,2,3,Illinois,17,Whiteside,195,9999,9999,9999,Whiteside County,25025
G1701970,2000,2,3,Illinois,17,Will,197,1602,1600,9999,Will County,175524
G1701990,2000,2,3,Illinois,17,Williamson,199,9999,9999,9999,Williamson County,27703
G1702010,2000,2,3,Illinois,17,Winnebago,201,6880,9999,9999,Winnebago County,114404
G1702030,2000,2,3,Illinois,17,Woodford,203,6120,9999,9999,Woodford County,13487
G1800010,2000,2,3,Indiana,18,Adams,1,2760,9999,9999,Adams County,12404
G1800030,2000,2,3,Indiana,18,Allen,3,2760,9999,9999,Allen County,138905
G1800050,2000,2,3,Indiana,18,Bartholomew,5,9999,9999,9999,Bartholomew County,29853
G1800070,2000,2,3,Indiana,18,Benton,7,9999,9999,9999,Benton County,3818
G1800090,2000,2,3,Indiana,18,Blackford,9,9999,9999,9999,Blackford County,6155
G1800110,2000,2,3,Indiana,18,Boone,11,3480,9999,9999,Boone County,17929
G1800130,2000,2,3,Indiana,18,Brown,13,9999,9999,9999,Brown County,7163
G1800150,2000,2,3,Indiana,18,Carroll,15,9999,9999,9999,Carroll County,8675
G1800170,2000,2,3,Indiana,18,Cass,17,9999,9999,9999,Cass County,16620
G1800190,2000,2,3,Indiana,18,Clark,19,4520,9999,9999,Clark County,41176
G1800210,2000,2,3,Indiana,18,Clay,21,8320,9999,9999,Clay County,11097
G1800230,2000,2,3,Indiana,18,Clinton,23,3920,9999,9999,Clinton County,13267
G1800250,2000,2,3,Indiana,18,Crawford,25,9999,9999,9999,Crawford County,5138
G1800270,2000,2,3,Indiana,18,Daviess,27,9999,9999,9999,Daviess County,11898
G1800290,2000,2,3,Indiana,18,Dearborn,29,1642,1640,9999,Dearborn County,17791
G1800310,2000,2,3,Indiana,18,Decatur,31,9999,9999,9999,Decatur County,9992
G1800330,2000,2,3,Indiana,18,DeKalb,33,2760,9999,9999,DeKalb County,16144
G1800350,2000,2,3,Indiana,18,Delaware,35,5280,9999,9999,Delaware County,51032
G1800370,2000,2,3,Indiana,18,Dubois,37,9999,9999,9999,Dubois County,15511
G1800390,2000,2,3,Indiana,18,Elkhart,39,2330,9999,9999,Elkhart County,69791
G1800410,2000,2,3,Indiana,18,Fayette,41,9999,9999,9999,Fayette County,10981
G1800430,2000,2,3,Indiana,18,Floyd,43,4520,9999,9999,Floyd County,29087
G1800450,2000,2,3,Indiana,18,Fountain,45,9999,9999,9999,Fountain County,7692
G1800470,2000,2,3,Indiana,18,Franklin,47,9999,9999,9999,Franklin County,8596
G1800490,2000,2,3,Indiana,18,Fulton,49,9999,9999,9999,Fulton County,9123
G1800510,2000,2,3,Indiana,18,Gibson,51,9999,9999,9999,Gibson County,14125
G1800530,2000,2,3,Indiana,18,Grant,53,9999,9999,9999,Grant County,30560
G1800550,2000,2,3,Indiana,18,Greene,55,9999,9999,9999,Greene County,15053
G1800570,2000,2,3,Indiana,18,Hamilton,57,3480,9999,9999,Hamilton County,69478
G1800590,2000,2,3,Indiana,18,Hancock,59,3480,9999,9999,Hancock County,21750
G1800610,2000,2,3,Indiana,18,Harrison,61,4520,9999,9999,Harrison County,13699
G1800630,2000,2,3,Indiana,18,Hendricks,63,3480,9999,9999,Hendricks County,39229
G1800650,2000,2,3,Indiana,18,Henry,65,9999,9999,9999,Henry County,20592
G1800670,2000,2,3,Indiana,18,Howard,67,3850,9999,9999,Howard County,37604
G1800690,2000,2,3,Indiana,18,Huntington,69,2760,9999,9999,Huntington County,15269
G1800710,2000,2,3,Indiana,18,Jackson,71,9999,9999,9999,Jackson County,17137
G1800730,2000,2,3,Indiana,18,Jasper,73,9999,9999,9999,Jasper County,11236
G1800750,2000,2,3,Indiana,18,Jay,75,9999,9999,9999,Jay County,9074
G1800770,2000,2,3,Indiana,18,Jefferson,77,9999,9999,9999,Jefferson County,13386
G1800790,2000,2,3,Indiana,18,Jennings,79,9999,9999,9999,Jennings County,11469
G1800810,2000,2,3,Indiana,18,Johnson,81,3480,9999,9999,Johnson County,45095
G1800830,2000,2,3,Indiana,18,Knox,83,9999,9999,9999,Knox County,17305
G1800850,2000,2,3,Indiana,18,Kosciusko,85,9999,9999,9999,Kosciusko County,32188
