GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,CBV001
G2701250,1970,Minnesota,27,Red Lake,125,Red Lake,1675
G2701270,1970,Minnesota,27,Redwood,127,Redwood,6718
G2701290,1970,Minnesota,27,Renville,129,Renville,7190
G2701310,1970,Minnesota,27,Rice,131,Rice,12330
G2701330,1970,Minnesota,27,Rock,133,Rock,3680
G2701350,1970,Minnesota,27,Roseau,135,Roseau,3983
G2701370,1970,Minnesota,27,St Louis,137,St Louis,80859
G2701390,1970,Minnesota,27,Scott,139,Scott,8789
G2701410,1970,Minnesota,27,Sherburne,141,Sherburne,6448
G2701430,1970,Minnesota,27,Sibley,143,Sibley,4991
G2701450,1970,Minnesota,27,Stearns,145,Stearns,26089
G2701470,1970,Minnesota,27,Steele,147,Steele,8758
G2701490,1970,Minnesota,27,Stevens,149,Stevens,3594
G2701510,1970,Minnesota,27,Swift,151,Swift,4717
G2701530,1970,Minnesota,27,Todd,153,Todd,8253
G2701550,1970,Minnesota,27,Traverse,155,Traverse,2298
G2701570,1970,Minnesota,27,Wabasha,157,Wabasha,5827
G2701590,1970,Minnesota,27,Wadena,159,Wadena,4280
G2701610,1970,Minnesota,27,Waseca,161,Waseca,5406
G2701630,1970,Minnesota,27,Washington,163,Washington,22752
G2701650,1970,Minnesota,27,Watonwan,165,Watonwan,4583
G2701670,1970,Minnesota,27,Wilkin,167,Wilkin,3041
G2701690,1970,Minnesota,27,Winona,169,Winona,13682
G2701710,1970,Minnesota,27,Wright,171,Wright,14238
G2701730,1970,Minnesota,27,Yellow Medicine,173,Yellow Medicine,5003
G2800010,1970,Mississippi,28,Adams,1,Adams,11949
G2800030,1970,Mississippi,28,Alcorn,3,Alcorn,9376
G2800050,1970,Mississippi,28,Amite,5,Amite,4339
G2800070,1970,Mississippi,28,Attala,7,Attala,6590
G2800090,1970,Mississippi,28,Benton,9,Benton,2631
G2800110,1970,Mississippi,28,Bolivar,11,Bolivar,13829
G2800130,1970,Mississippi,28,Calhoun,13,Calhoun,4885
G2800150,1970,Mississippi,28,Carroll,15,Carroll,2993
G2800170,1970,Mississippi,28,Chickasaw,17,Chickasaw,5358
G2800190,1970,Mississippi,28,Choctaw,19,Choctaw,2849
G2800210,1970,Mississippi,28,Claiborne,21,Claiborne,3047
G2800230,1970,Mississippi,28,Clarke,23,Clarke,5077
G2800250,1970,Mississippi,28,Clay,25,Clay,5663
G2800270,1970,Mississippi,28,Coahoma,27,Coahoma,12736
G2800290,1970,Mississippi,28,Copiah,29,Copiah,7646
G2800310,1970,Mississippi,28,Covington,31,Covington,4254
G2800330,1970,Mississippi,28,De Soto,33,De Soto,10205
G2800350,1970,Mississippi,28,Forrest,35,Forrest,18961
G2800370,1970,Mississippi,28,Franklin,37,Franklin,2781
G2800390,1970,Mississippi,28,George,39,George,3924
G2800410,1970,Mississippi,28,Greene,41,Greene,2718
G2800430,1970,Mississippi,28,Grenada,43,Grenada,6509
G2800450,1970,Mississippi,28,Hancock,45,Hancock,7330
G2800470,1970,Mississippi,28,Harrison,47,Harrison,41541
G2800490,1970,Mississippi,28,Hinds,49,Hinds,67261
G2800510,1970,Mississippi,28,Holmes,51,Holmes,7097
G2800530,1970,Mississippi,28,Humphreys,53,Humphreys,4233
G2800550,1970,Mississippi,28,Issaquena,55,Issaquena,866
G2800570,1970,Mississippi,28,Itawamba,57,Itawamba,5616
G2800590,1970,Mississippi,28,Jackson,59,Jackson,27584
G2800610,1970,Mississippi,28,Jasper,61,Jasper,4973
G2800630,1970,Mississippi,28,Jefferson,63,Jefferson,2648
G2800650,1970,Mississippi,28,Jefferson Davis,65,Jefferson Davis,3883
G2800670,1970,Mississippi,28,Jones,67,Jones,18171
G2800690,1970,Mississippi,28,Kemper,69,Kemper,3147
G2800710,1970,Mississippi,28,Lafayette,71,Lafayette,7226
G2800730,1970,Mississippi,28,Lamar,73,Lamar,4929
G2800750,1970,Mississippi,28,Lauderdale,75,Lauderdale,22728
G2800770,1970,Mississippi,28,Lawrence,77,Lawrence,3586
G2800790,1970,Mississippi,28,Leake,79,Leake,5745
G2800810,1970,Mississippi,28,Lee,81,Lee,15405
G2800830,1970,Mississippi,28,Leflore,83,Leflore,13022
G2800850,1970,Mississippi,28,Lincoln,85,Lincoln,8650
G2800870,1970,Mississippi,28,Lowndes,87,Lowndes,15395
G2800890,1970,Mississippi,28,Madison,89,Madison,8194
G2800910,1970,Mississippi,28,Marion,91,Marion,7356
G2800930,1970,Mississippi,28,Marshall,93,Marshall,6542
G2800950,1970,Mississippi,28,Monroe,95,Monroe,11151
G2800970,1970,Mississippi,28,Montgomery,97,Montgomery,4235
G2800990,1970,Mississippi,28,Neshoba,99,Neshoba,7048
G2801010,1970,Mississippi,28,Newton,101,Newton,6534
G2801030,1970,Mississippi,28,Noxubee,103,Noxubee,4393
G2801050,1970,Mississippi,28,Oktibbeha,105,Oktibbeha,8000
G2801070,1970,Mississippi,28,Panola,107,Panola,7944
G2801090,1970,Mississippi,28,Pearl River,109,Pearl River,8850
G2801110,1970,Mississippi,28,Perry,111,Perry,2852
G2801130,1970,Mississippi,28,Pike,113,Pike,10599
G2801150,1970,Mississippi,28,Pontotoc,115,Pontotoc,5908
G2801170,1970,Mississippi,28,Prentiss,117,Prentiss,6758
G2801190,1970,Mississippi,28,Quitman,119,Quitman,4890
G2801210,1970,Mississippi,28,Rankin,121,Rankin,12097
G2801230,1970,Mississippi,28,Scott,123,Scott,6644
G2801250,1970,Mississippi,28,Sharkey,125,Sharkey,2474
G2801270,1970,Mississippi,28,Simpson,127,Simpson,6419
G2801290,1970,Mississippi,28,Smith,129,Smith,4444
G2801310,1970,Mississippi,28,Stone,131,Stone,2499
G2801330,1970,Mississippi,28,Sunflower,133,Sunflower,10183
G2801350,1970,Mississippi,28,Tallahatchie,135,Tallahatchie,6159
G2801370,1970,Mississippi,28,Tate,137,Tate,5204
G2801390,1970,Mississippi,28,Tippah,139,Tippah,5611
G2801410,1970,Mississippi,28,Tishomingo,141,Tishomingo,5725
G2801430,1970,Mississippi,28,Tunica,143,Tunica,3876
G2801450,1970,Mississippi,28,Union,145,Union,6714
G2801470,1970,Mississippi,28,Walthall,147,Walthall,4011
G2801490,1970,Mississippi,28,Warren,149,Warren,15004
G2801510,1970,Mississippi,28,Washington,151,Washington,21018
G2801530,1970,Mississippi,28,Wayne,153,Wayne,5088
G2801550,1970,Mississippi,28,Webster,155,Webster,3391
G2801570,1970,Mississippi,28,Wilkinson,157,Wilkinson,3322
G2801590,1970,Mississippi,28,Winston,159,Winston,5863
G2801610,1970,Mississippi,28,Yalobusha,161,Yalobusha,4145
G2801630,1970,Mississippi,28,Yazoo,163,Yazoo,8649
G2900010,1970,Missouri,29,Adair,1,Adair,8249
G2900030,1970,Missouri,29,Andrew,3,Andrew,4425
G2900050,1970,Missouri,29,Atchison,5,Atchison,3472
G2900070,1970,Missouri,29,Audrain,7,Audrain,9106
G2900090,1970,Missouri,29,Barry,9,Barry,8053
G2900110,1970,Missouri,29,Barton,11,Barton,4406
G2900130,1970,Missouri,29,Bates,13,Bates,6489
G2900150,1970,Missouri,29,Benton,15,Benton,6610
G2900170,1970,Missouri,29,Bollinger,17,Bollinger,3550
G2900190,1970,Missouri,29,Boone,19,Boone,25910
G2900210,1970,Missouri,29,Buchanan,21,Buchanan,32213
G2900230,1970,Missouri,29,Butler,23,Butler,13016
G2900250,1970,Missouri,29,Caldwell,25,Caldwell,3470
G2900270,1970,Missouri,29,Callaway,27,Callaway,8113
G2900290,1970,Missouri,29,Camden,29,Camden,9927
G2900310,1970,Missouri,29,Cape Girardeau,31,Cape Girardeau,16703
G2900330,1970,Missouri,29,Carroll,33,Carroll,5125
G2900350,1970,Missouri,29,Carter,35,Carter,1606
G2900370,1970,Missouri,29,Cass,37,Cass,13122
G2900390,1970,Missouri,29,Cedar,39,Cedar,4105
G2900410,1970,Missouri,29,Chariton,41,Chariton,4609
G2900430,1970,Missouri,29,Christian,43,Christian,5497
G2900450,1970,Missouri,29,Clark,45,Clark,3187
G2900470,1970,Missouri,29,Clay,47,Clay,39949
G2900490,1970,Missouri,29,Clinton,49,Clinton,4698
G2900510,1970,Missouri,29,Cole,51,Cole,14908
G2900530,1970,Missouri,29,Cooper,53,Cooper,5312
G2900550,1970,Missouri,29,Crawford,55,Crawford,6406
G2900570,1970,Missouri,29,Dade,57,Dade,2934
G2900590,1970,Missouri,29,Dallas,59,Dallas,4052
G2900610,1970,Missouri,29,Daviess,61,Daviess,3728
G2900630,1970,Missouri,29,DeKalb,63,De Kalb,2869
G2900650,1970,Missouri,29,Dent,65,Dent,4503
G2900670,1970,Missouri,29,Douglas,67,Douglas,3626
G2900690,1970,Missouri,29,Dunklin,69,Dunklin,12724
G2900710,1970,Missouri,29,Franklin,71,Franklin,19927
G2900730,1970,Missouri,29,Gasconade,73,Gasconade,5145
G2900750,1970,Missouri,29,Gentry,75,Gentry,3492
G2900770,1970,Missouri,29,Greene,77,Greene,54178
G2900790,1970,Missouri,29,Grundy,79,Grundy,5038
G2900810,1970,Missouri,29,Harrison,81,Harrison,4571
G2900830,1970,Missouri,29,Henry,83,Henry,7758
G2900850,1970,Missouri,29,Hickory,85,Hickory,2589
G2900870,1970,Missouri,29,Holt,87,Holt,3287
G2900890,1970,Missouri,29,Howard,89,Howard,3834
G2900910,1970,Missouri,29,Howell,91,Howell,9099
G2900930,1970,Missouri,29,Iron,93,Iron,3806
G2900950,1970,Missouri,29,Jackson,95,Jackson,241919
G2900970,1970,Missouri,29,Jasper,97,Jasper,31023
G2900990,1970,Missouri,29,Jefferson,99,Jefferson,33677
G2901010,1970,Missouri,29,Johnson,101,Johnson,10558
G2901030,1970,Missouri,29,Knox,103,Knox,2403
G2901050,1970,Missouri,29,Laclede,105,Laclede,7318
G2901070,1970,Missouri,29,Lafayette,107,Lafayette,9432
G2901090,1970,Missouri,29,Lawrence,109,Lawrence,9394
G2901110,1970,Missouri,29,Lewis,111,Lewis,3924
G2901130,1970,Missouri,29,Lincoln,113,Lincoln,7480
G2901150,1970,Missouri,29,Linn,115,Linn,6588
G2901170,1970,Missouri,29,Livingston,117,Livingston,5954
G2901190,1970,Missouri,29,McDonald,119,Mc Donald,5064
G2901210,1970,Missouri,29,Macon,121,Macon,6487
G2901230,1970,Missouri,29,Madison,123,Madison,3829
G2901250,1970,Missouri,29,Maries,125,Maries,2920
G2901270,1970,Missouri,29,Marion,127,Marion,10925
G2901290,1970,Missouri,29,Mercer,129,Mercer,2265
G2901310,1970,Missouri,29,Miller,131,Miller,5817
G2901330,1970,Missouri,29,Mississippi,133,Mississippi,5584
G2901350,1970,Missouri,29,Moniteau,135,Moniteau,4115
G2901370,1970,Missouri,29,Monroe,137,Monroe,3821
G2901390,1970,Missouri,29,Montgomery,139,Montgomery,4565
G2901410,1970,Missouri,29,Morgan,141,Morgan,6731
G2901430,1970,Missouri,29,New Madrid,143,New Madrid,8473
G2901450,1970,Missouri,29,Newton,145,Newton,12156
G2901470,1970,Missouri,29,Nodaway,147,Nodaway,7793
G2901490,1970,Missouri,29,Oregon,149,Oregon,3822
G2901510,1970,Missouri,29,Osage,151,Osage,3812
G2901530,1970,Missouri,29,Ozark,153,Ozark,2785
G2901550,1970,Missouri,29,Pemiscot,155,Pemiscot,10067
G2901570,1970,Missouri,29,Perry,157,Perry,5206
G2901590,1970,Missouri,29,Pettis,159,Pettis,12919
G2901610,1970,Missouri,29,Phelps,161,Phelps,9970
G2901630,1970,Missouri,29,Pike,163,Pike,6665
G2901650,1970,Missouri,29,Platte,165,Platte,10493
G2901670,1970,Missouri,29,Polk,167,Polk,5913
G2901690,1970,Missouri,29,Pulaski,169,Pulaski,10607
G2901710,1970,Missouri,29,Putnam,171,Putnam,2619
G2901730,1970,Missouri,29,Ralls,173,Ralls,3011
G2901750,1970,Missouri,29,Randolph,175,Randolph,8498
G2901770,1970,Missouri,29,Ray,177,Ray,6453
G2901790,1970,Missouri,29,Reynolds,179,Reynolds,2789
G2901810,1970,Missouri,29,Ripley,181,Ripley,4018
G2901830,1970,Missouri,29,St Charles,183,St Charles,28119
G2901850,1970,Missouri,29,St Clair,185,St Clair,4047
G2901860,1970,Missouri,29,Ste Genevieve,186,Ste Genevieve,4299
G2901870,1970,Missouri,29,St Francois,187,St Francois,13409
G2901890,1970,Missouri,29,St Louis,189,St Louis,291650
G2901950,1970,Missouri,29,Saline,195,Saline,9064
G2901970,1970,Missouri,29,Schuyler,197,Schuyler,2051
G2901990,1970,Missouri,29,Scotland,199,Scotland,2267
G2902010,1970,Missouri,29,Scott,201,Scott,11468
G2902030,1970,Missouri,29,Shannon,203,Shannon,2808
G2902050,1970,Missouri,29,Shelby,205,Shelby,3272
G2902070,1970,Missouri,29,Stoddard,207,Stoddard,9564
G2902090,1970,Missouri,29,Stone,209,Stone,4882
G2902110,1970,Missouri,29,Sullivan,211,Sullivan,3342
G2902130,1970,Missouri,29,Taney,213,Taney,5638
G2902150,1970,Missouri,29,Texas,215,Texas,6951
G2902170,1970,Missouri,29,Vernon,217,Vernon,7074
G2902190,1970,Missouri,29,Warren,219,Warren,3626
G2902210,1970,Missouri,29,Washington,221,Washington,5519
G2902230,1970,Missouri,29,Wayne,223,Wayne,4131
G2902250,1970,Missouri,29,Webster,225,Webster,5606
G2902270,1970,Missouri,29,Worth,227,Worth,1426
G2902290,1970,Missouri,29,Wright,229,Wright,5405
G2905100,1970,Missouri,29,St Louis City,510,St Louis City,238485
G3000010,1970,Montana,30,Beaverhead,1,Beaverhead,3210
G3000030,1970,Montana,30,Big Horn,3,Big Horn,2900
G3000050,1970,Montana,30,Blaine,5,Blaine,2382
G3000070,1970,Montana,30,Broadwater,7,Broadwater,925
G3000090,1970,Montana,30,Carbon,9,Carbon,3369
G3000110,1970,Montana,30,Carter,11,Carter,761
G3000130,1970,Montana,30,Cascade,13,Cascade,27190
G3000150,1970,Montana,30,Chouteau,15,Chouteau,2625
G3000170,1970,Montana,30,Custer,17,Custer,4356
G3000190,1970,Montana,30,Daniels,19,Daniels,1281
G3000210,1970,Montana,30,Dawson,21,Dawson,3755
G3000230,1970,Montana,30,Deer Lodge,23,Deer Lodge,5150
G3000250,1970,Montana,30,Fallon,25,Fallon,1357
G3000270,1970,Montana,30,Fergus,27,Fergus,4738
G3000290,1970,Montana,30,Flathead,29,Flathead,14098
G3000310,1970,Montana,30,Gallatin,31,Gallatin,10761
G3000330,1970,Montana,30,Garfield,33,Garfield,732
G3000350,1970,Montana,30,Glacier,35,Glacier,3458
G3000370,1970,Montana,30,Golden Valley,37,Golden Valley,366
G3000390,1970,Montana,30,Granite,39,Granite,1345
G3000410,1970,Montana,30,Hill,41,Hill,5843
G3000430,1970,Montana,30,Jefferson,43,Jefferson,1566
G3000450,1970,Montana,30,Judith Basin,45,Judith Basin,1115
G3000470,1970,Montana,30,Lake,47,Lake,5927
G3000490,1970,Montana,30,Lewis And Clark,49,Lewis And Clark,12359
G3000510,1970,Montana,30,Liberty,51,Liberty,792
G3000530,1970,Montana,30,Lincoln,53,Lincoln,5907
G3000550,1970,Montana,30,McCone,55,Mc Cone,1055
G3000570,1970,Montana,30,Madison,57,Madison,2141
G3000590,1970,Montana,30,Meagher,59,Meagher,1043
G3000610,1970,Montana,30,Mineral,61,Mineral,1083
G3000630,1970,Montana,30,Missoula,63,Missoula,18891
G3000650,1970,Montana,30,Musselshell,65,Musselshell,1577
G3000670,1970,Montana,30,Park,67,Park,4648
G3000690,1970,Montana,30,Petroleum,69,Petroleum,269
G3000710,1970,Montana,30,Phillips,71,Phillips,2153
G3000730,1970,Montana,30,Pondera,73,Pondera,2267
G3000750,1970,Montana,30,Powder River,75,Powder River,962
G3000770,1970,Montana,30,Powell,77,Powell,2453
G3000790,1970,Montana,30,Prairie,79,Prairie,706
G3000810,1970,Montana,30,Ravalli,81,Ravalli,5333
G3000830,1970,Montana,30,Richland,83,Richland,3514
G3000850,1970,Montana,30,Roosevelt,85,Roosevelt,3386
G3000870,1970,Montana,30,Rosebud,87,Rosebud,2055
G3000890,1970,Montana,30,Sanders,89,Sanders,2833
G3000910,1970,Montana,30,Sheridan,91,Sheridan,2086
G3000930,1970,Montana,30,Silver Bow,93,Silver Bow,15631
G3000950,1970,Montana,30,Stillwater,95,Stillwater,1959
G3000970,1970,Montana,30,Sweet Grass,97,Sweet Grass,1387
G3000990,1970,Montana,30,Teton,99,Teton,2265
G3001010,1970,Montana,30,Toole,101,Toole,2163
G3001030,1970,Montana,30,Treasure,103,Treasure,448
G3001050,1970,Montana,30,Valley,105,Valley,5289
G3001070,1970,Montana,30,Wheatland,107,Wheatland,1009
G3001090,1970,Montana,30,Wibaux,109,Wibaux,536
G3001110,1970,Montana,30,Yellowstone,111,Yellowstone,29169
G3001130,1970,Montana,30,Yellowstone National Park,113,Yellowstone National Park,24
G3100010,1970,Nebraska,31,Adams,1,Adams,10738
G3100030,1970,Nebraska,31,Antelope,3,Antelope,3365
G3100050,1970,Nebraska,31,Arthur,5,Arthur,237
G3100070,1970,Nebraska,31,Banner,7,Banner,402
G3100090,1970,Nebraska,31,Blaine,9,Blaine,334
G3100110,1970,Nebraska,31,Boone,11,Boone,2878
G3100130,1970,Nebraska,31,Box Butte,13,Box Butte,3811
G3100150,1970,Nebraska,31,Boyd,15,Boyd,1372
G3100170,1970,Nebraska,31,Brown,17,Brown,1627
G3100190,1970,Nebraska,31,Buffalo,19,Buffalo,10449
G3100210,1970,Nebraska,31,Burt,21,Burt,3413
G3100230,1970,Nebraska,31,Butler,23,Butler,3516
G3100250,1970,Nebraska,31,Cass,25,Cass,6496
G3100270,1970,Nebraska,31,Cedar,27,Cedar,3873
G3100290,1970,Nebraska,31,Chase,29,Chase,1614
G3100310,1970,Nebraska,31,Cherry,31,Cherry,2716
G3100330,1970,Nebraska,31,Cheyenne,33,Cheyenne,4116
G3100350,1970,Nebraska,31,Clay,35,Clay,3031
G3100370,1970,Nebraska,31,Colfax,37,Colfax,3553
G3100390,1970,Nebraska,31,Cuming,39,Cuming,3929
G3100410,1970,Nebraska,31,Custer,41,Custer,5596
G3100430,1970,Nebraska,31,Dakota,43,Dakota,4174
G3100450,1970,Nebraska,31,Dawes,45,Dawes,3384
G3100470,1970,Nebraska,31,Dawson,47,Dawson,7296
G3100490,1970,Nebraska,31,Deuel,49,Deuel,1101
G3100510,1970,Nebraska,31,Dixon,51,Dixon,2703
G3100530,1970,Nebraska,31,Dodge,53,Dodge,12152
G3100550,1970,Nebraska,31,Douglas,55,Douglas,129842
G3100570,1970,Nebraska,31,Dundy,57,Dundy,1281
G3100590,1970,Nebraska,31,Fillmore,59,Fillmore,3080
G3100610,1970,Nebraska,31,Franklin,61,Franklin,1904
G3100630,1970,Nebraska,31,Frontier,63,Frontier,1556
G3100650,1970,Nebraska,31,Furnas,65,Furnas,2824
G3100670,1970,Nebraska,31,Gage,67,Gage,8780
G3100690,1970,Nebraska,31,Garden,69,Garden,1208
G3100710,1970,Nebraska,31,Garfield,71,Garfield,982
G3100730,1970,Nebraska,31,Gosper,73,Gosper,922
G3100750,1970,Nebraska,31,Grant,75,Grant,380
G3100770,1970,Nebraska,31,Greeley,77,Greeley,1424
G3100790,1970,Nebraska,31,Hall,79,Hall,14859
G3100810,1970,Nebraska,31,Hamilton,81,Hamilton,3029
G3100830,1970,Nebraska,31,Harlan,83,Harlan,1829
G3100850,1970,Nebraska,31,Hayes,85,Hayes,638
G3100870,1970,Nebraska,31,Hitchcock,87,Hitchcock,1670
G3100890,1970,Nebraska,31,Holt,89,Holt,4506
G3100910,1970,Nebraska,31,Hooker,91,Hooker,405
G3100930,1970,Nebraska,31,Howard,93,Howard,2395
G3100950,1970,Nebraska,31,Jefferson,95,Jefferson,4162
G3100970,1970,Nebraska,31,Johnson,97,Johnson,2169
G3100990,1970,Nebraska,31,Kearney,99,Kearney,2385
G3101010,1970,Nebraska,31,Keith,101,Keith,3210
G3101030,1970,Nebraska,31,Keya Paha,103,Keya Paha,583
G3101050,1970,Nebraska,31,Kimball,105,Kimball,2056
G3101070,1970,Nebraska,31,Knox,107,Knox,4340
G3101090,1970,Nebraska,31,Lancaster,109,Lancaster,57255
G3101110,1970,Nebraska,31,Lincoln,111,Lincoln,10654
G3101130,1970,Nebraska,31,Logan,113,Logan,365
G3101150,1970,Nebraska,31,Loup,115,Loup,363
G3101170,1970,Nebraska,31,McPherson,117,Mc Pherson,246
G3101190,1970,Nebraska,31,Madison,119,Madison,9620
G3101210,1970,Nebraska,31,Merrick,121,Merrick,3048
G3101230,1970,Nebraska,31,Morrill,123,Morrill,2256
G3101250,1970,Nebraska,31,Nance,125,Nance,1955
G3101270,1970,Nebraska,31,Nemaha,127,Nemaha,3336
G3101290,1970,Nebraska,31,Nuckolls,129,Nuckolls,2847
G3101310,1970,Nebraska,31,Otoe,131,Otoe,5857
G3101330,1970,Nebraska,31,Pawnee,133,Pawnee,1801
G3101350,1970,Nebraska,31,Perkins,135,Perkins,1371
G3101370,1970,Nebraska,31,Phelps,137,Phelps,3482
G3101390,1970,Nebraska,31,Pierce,139,Pierce,3004
G3101410,1970,Nebraska,31,Platte,141,Platte,8434
G3101430,1970,Nebraska,31,Polk,143,Polk,2517
G3101450,1970,Nebraska,31,Red Willow,145,Red Willow,4604
G3101470,1970,Nebraska,31,Richardson,147,Richardson,4858
G3101490,1970,Nebraska,31,Rock,149,Rock,939
G3101510,1970,Nebraska,31,Saline,151,Saline,4900
G3101530,1970,Nebraska,31,Sarpy,153,Sarpy,16810
G3101550,1970,Nebraska,31,Saunders,155,Saunders,5950
G3101570,1970,Nebraska,31,Scotts Bluff,157,Scotts Bluff,12516
G3101590,1970,Nebraska,31,Seward,159,Seward,4699
G3101610,1970,Nebraska,31,Sheridan,161,Sheridan,2633
G3101630,1970,Nebraska,31,Sherman,163,Sherman,1876
G3101650,1970,Nebraska,31,Sioux,165,Sioux,890
G3101670,1970,Nebraska,31,Stanton,167,Stanton,2048
G3101690,1970,Nebraska,31,Thayer,169,Thayer,3066
G3101710,1970,Nebraska,31,Thomas,171,Thomas,391
G3101730,1970,Nebraska,31,Thurston,173,Thurston,2211
G3101750,1970,Nebraska,31,Valley,175,Valley,2306
G3101770,1970,Nebraska,31,Washington,177,Washington,4397
G3101790,1970,Nebraska,31,Wayne,179,Wayne,3240
G3101810,1970,Nebraska,31,Webster,181,Webster,2593
G3101830,1970,Nebraska,31,Wheeler,183,Wheeler,452
G3101850,1970,Nebraska,31,York,185,York,4984
G3200010,1970,Nevada,32,Churchill,1,Churchill,3724
G3200030,1970,Nevada,32,Clark,3,Clark,93047
G3200050,1970,Nevada,32,Douglas,5,Douglas,3205
G3200070,1970,Nevada,32,Elko,7,Elko,5313
G3200090,1970,Nevada,32,Esmeralda,9,Esmeralda,422
G3200110,1970,Nevada,32,Eureka,11,Eureka,370
G3200130,1970,Nevada,32,Humboldt,13,Humboldt,2388
G3200150,1970,Nevada,32,Lander,15,Lander,907
G3200170,1970,Nevada,32,Lincoln,17,Lincoln,1043
G3200190,1970,Nevada,32,Lyon,19,Lyon,2922
G3200210,1970,Nevada,32,Mineral,21,Mineral,2478
G3200230,1970,Nevada,32,Nye,23,Nye,2098
G3200270,1970,Nevada,32,Pershing,27,Pershing,1121
G3200290,1970,Nevada,32,Storey,29,Storey,361
G3200310,1970,Nevada,32,Washoe,31,Washoe,44722
G3200330,1970,Nevada,32,White Pine,33,White Pine,3339
G3205100,1970,Nevada,32,Carson City,510,Carson City City,5098
G3300010,1970,New Hampshire,33,Belknap,1,Belknap,16230
G3300030,1970,New Hampshire,33,Carroll,3,Carroll,14838
G3300050,1970,New Hampshire,33,Cheshire,5,Cheshire,20202
G3300070,1970,New Hampshire,33,Coos,7,Coos,13213
G3300090,1970,New Hampshire,33,Grafton,9,Grafton,22937
G3300110,1970,New Hampshire,33,Hillsborough,11,Hillsborough,74666
G3300130,1970,New Hampshire,33,Merrimack,13,Merrimack,29250
G3300150,1970,New Hampshire,33,Rockingham,15,Rockingham,53132
G3300170,1970,New Hampshire,33,Strafford,17,Strafford,23874
G3300190,1970,New Hampshire,33,Sullivan,19,Sullivan,12620
G3400010,1970,New Jersey,34,Atlantic,1,Atlantic,73848
G3400030,1970,New Jersey,34,Bergen,3,Bergen,283692
G3400050,1970,New Jersey,34,Burlington,5,Burlington,88175
G3400070,1970,New Jersey,34,Camden,7,Camden,143266
G3400090,1970,New Jersey,34,Cape May,9,Cape May,53152
G3400110,1970,New Jersey,34,Cumberland,11,Cumberland,40005
G3400130,1970,New Jersey,34,Essex,13,Essex,311615
G3400150,1970,New Jersey,34,Gloucester,15,Gloucester,51708
G3400170,1970,New Jersey,34,Hudson,17,Hudson,214749
G3400190,1970,New Jersey,34,Hunterdon,19,Hunterdon,22267
G3400210,1970,New Jersey,34,Mercer,21,Mercer,96430
G3400230,1970,New Jersey,34,Middlesex,23,Middlesex,171711
G3400250,1970,New Jersey,34,Monmouth,25,Monmouth,149920
G3400270,1970,New Jersey,34,Morris,27,Morris,116032
G3400290,1970,New Jersey,34,Ocean,29,Ocean,110311
G3400310,1970,New Jersey,34,Passaic,31,Passaic,152767
G3400330,1970,New Jersey,34,Salem,33,Salem,19598
G3400350,1970,New Jersey,34,Somerset,35,Somerset,58310
G3400370,1970,New Jersey,34,Sussex,37,Sussex,31218
G3400390,1970,New Jersey,34,Union,39,Union,174330
G3400410,1970,New Jersey,34,Warren,41,Warren,24907
G3500010,1970,New Mexico,35,Bernalillo,1,Bernalillo,98638
G3500030,1970,New Mexico,35,Catron,3,Catron,970
G3500050,1970,New Mexico,35,Chaves,5,Chaves,17773
G3500070,1970,New Mexico,35,Colfax,7,Colfax,4804
G3500090,1970,New Mexico,35,Curry,9,Curry,12401
G3500110,1970,New Mexico,35,De Baca,11,De Baca,1247
G3500130,1970,New Mexico,35,Dona Ana,13,Dona Ana,19818
G3500150,1970,New Mexico,35,Eddy,15,Eddy,15070
G3500170,1970,New Mexico,35,Grant,17,Grant,6946
G3500190,1970,New Mexico,35,Guadalupe,19,Guadalupe,1649
G3500210,1970,New Mexico,35,Harding,21,Harding,611
G3500230,1970,New Mexico,35,Hidalgo,23,Hidalgo,1558
G3500250,1970,New Mexico,35,Lea,25,Lea,17158
G3500270,1970,New Mexico,35,Lincoln,27,Lincoln,4950
G3500280,1970,New Mexico,35,Los Alamos,28,Los Alamos,4706
G3500290,1970,New Mexico,35,Luna,29,Luna,3923
G3500310,1970,New Mexico,35,McKinley,31,Mc Kinley,10586
G3500330,1970,New Mexico,35,Mora,33,Mora,1750
G3500350,1970,New Mexico,35,Otero,35,Otero,12098
G3500370,1970,New Mexico,35,Quay,37,Quay,4256
G3500390,1970,New Mexico,35,Rio Arriba,39,Rio Arriba,7503
G3500410,1970,New Mexico,35,Roosevelt,41,Roosevelt,5759
G3500430,1970,New Mexico,35,Sandoval,43,Sandoval,4785
G3500450,1970,New Mexico,35,San Juan,45,San Juan,14960
G3500470,1970,New Mexico,35,San Miguel,47,San Miguel,7214
G3500490,1970,New Mexico,35,Santa Fe,49,Santa Fe,16135
G3500510,1970,New Mexico,35,Sierra,51,Sierra,3743
G3500530,1970,New Mexico,35,Socorro,53,Socorro,3029
G3500550,1970,New Mexico,35,Taos,55,Taos,6216
G3500570,1970,New Mexico,35,Torrance,57,Torrance,1919
G3500590,1970,New Mexico,35,Union,59,Union,1993
G3500610,1970,New Mexico,35,Valencia,61,Valencia,11554
G3600010,1970,New York,36,Albany,1,Albany,98412
G3600030,1970,New York,36,Allegany,3,Allegany,16327
G3600050,1970,New York,36,Bronx,5,Bronx,508789
G3600070,1970,New York,36,Broome,7,Broome,73371
