GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,CBV001
G1301510,1970,Georgia,13,Henry,151,Henry,6889
G1301530,1970,Georgia,13,Houston,153,Houston,19076
G1301550,1970,Georgia,13,Irwin,155,Irwin,2623
G1301570,1970,Georgia,13,Jackson,157,Jackson,6822
G1301590,1970,Georgia,13,Jasper,159,Jasper,2141
G1301610,1970,Georgia,13,Jeff Davis,161,Jeff Davis,3083
G1301630,1970,Georgia,13,Jefferson,163,Jefferson,5254
G1301650,1970,Georgia,13,Jenkins,165,Jenkins,2810
G1301670,1970,Georgia,13,Johnson,167,Johnson,2568
G1301690,1970,Georgia,13,Jones,169,Jones,3576
G1301710,1970,Georgia,13,Lamar,171,Lamar,3344
G1301730,1970,Georgia,13,Lanier,173,Lanier,1581
G1301750,1970,Georgia,13,Laurens,175,Laurens,10562
G1301770,1970,Georgia,13,Lee,177,Lee,2153
G1301790,1970,Georgia,13,Liberty,179,Liberty,4804
G1301810,1970,Georgia,13,Lincoln,181,Lincoln,2023
G1301830,1970,Georgia,13,Long,183,Long,1173
G1301850,1970,Georgia,13,Lowndes,185,Lowndes,17396
G1301870,1970,Georgia,13,Lumpkin,187,Lumpkin,2553
G1301890,1970,Georgia,13,McDuffie,189,Mc Duffie,4871
G1301910,1970,Georgia,13,McIntosh,191,Mc Intosh,2563
G1301930,1970,Georgia,13,Macon,193,Macon,3742
G1301950,1970,Georgia,13,Madison,195,Madison,4334
G1301970,1970,Georgia,13,Marion,197,Marion,1532
G1301990,1970,Georgia,13,Meriwether,199,Meriwether,5931
G1302010,1970,Georgia,13,Miller,201,Miller,2130
G1302050,1970,Georgia,13,Mitchell,205,Mitchell,5790
G1302070,1970,Georgia,13,Monroe,207,Monroe,3216
G1302090,1970,Georgia,13,Montgomery,209,Montgomery,1927
G1302110,1970,Georgia,13,Morgan,211,Morgan,3023
G1302130,1970,Georgia,13,Murray,213,Murray,4095
G1302150,1970,Georgia,13,Muscogee,215,Muscogee,56653
G1302170,1970,Georgia,13,Newton,217,Newton,8123
G1302190,1970,Georgia,13,Oconee,219,Oconee,2611
G1302210,1970,Georgia,13,Oglethorpe,221,Oglethorpe,2358
G1302230,1970,Georgia,13,Paulding,223,Paulding,5407
G1302250,1970,Georgia,13,Peach,225,Peach,4528
G1302270,1970,Georgia,13,Pickens,227,Pickens,3184
G1302290,1970,Georgia,13,Pierce,229,Pierce,2932
G1302310,1970,Georgia,13,Pike,231,Pike,2344
G1302330,1970,Georgia,13,Polk,233,Polk,9900
G1302350,1970,Georgia,13,Pulaski,235,Pulaski,2815
G1302370,1970,Georgia,13,Putnam,237,Putnam,3109
G1302390,1970,Georgia,13,Quitman,239,Quitman,632
G1302410,1970,Georgia,13,Rabun,241,Rabun,4186
G1302430,1970,Georgia,13,Randolph,243,Randolph,2976
G1302450,1970,Georgia,13,Richmond,245,Richmond,47626
G1302470,1970,Georgia,13,Rockdale,247,Rockdale,5518
G1302490,1970,Georgia,13,Schley,249,Schley,982
G1302510,1970,Georgia,13,Screven,251,Screven,4203
G1302530,1970,Georgia,13,Seminole,253,Seminole,2516
G1302550,1970,Georgia,13,Spalding,255,Spalding,13024
G1302570,1970,Georgia,13,Stephens,257,Stephens,6919
G1302590,1970,Georgia,13,Stewart,259,Stewart,1953
G1302610,1970,Georgia,13,Sumter,261,Sumter,8421
G1302630,1970,Georgia,13,Talbot,263,Talbot,1935
G1302650,1970,Georgia,13,Taliaferro,265,Taliaferro,895
G1302670,1970,Georgia,13,Tattnall,267,Tattnall,4527
G1302690,1970,Georgia,13,Taylor,269,Taylor,2462
G1302710,1970,Georgia,13,Telfair,271,Telfair,3806
G1302730,1970,Georgia,13,Terrell,273,Terrell,3560
G1302750,1970,Georgia,13,Thomas,275,Thomas,11039
G1302770,1970,Georgia,13,Tift,277,Tift,8380
G1302790,1970,Georgia,13,Toombs,279,Toombs,6209
G1302810,1970,Georgia,13,Towns,281,Towns,1814
G1302830,1970,Georgia,13,Treutlen,283,Treutlen,1823
G1302850,1970,Georgia,13,Troup,285,Troup,14915
G1302870,1970,Georgia,13,Turner,287,Turner,2954
G1302890,1970,Georgia,13,Twiggs,289,Twiggs,2247
G1302910,1970,Georgia,13,Union,291,Union,2666
G1302930,1970,Georgia,13,Upson,293,Upson,7826
G1302950,1970,Georgia,13,Walker,295,Walker,16392
G1302970,1970,Georgia,13,Walton,297,Walton,7129
G1302990,1970,Georgia,13,Ware,299,Ware,11111
G1303010,1970,Georgia,13,Warren,301,Warren,1977
G1303030,1970,Georgia,13,Washington,303,Washington,5488
G1303050,1970,Georgia,13,Wayne,305,Wayne,5915
G1303070,1970,Georgia,13,Webster,307,Webster,696
G1303090,1970,Georgia,13,Wheeler,309,Wheeler,1490
G1303110,1970,Georgia,13,White,311,White,2613
G1303130,1970,Georgia,13,Whitfield,313,Whitfield,17185
G1303150,1970,Georgia,13,Wilcox,315,Wilcox,2515
G1303170,1970,Georgia,13,Wilkes,317,Wilkes,3467
G1303190,1970,Georgia,13,Wilkinson,319,Wilkinson,2968
G1303210,1970,Georgia,13,Worth,321,Worth,4865
G1500010,1970,Hawaii,15,Hawaii,1,Hawaii,18972
G1500030,1970,Hawaii,15,Honolulu,3,Honolulu,174170
G1500070,1970,Hawaii,15,Kauai,7,Kauai,9021
G1500090,1970,Hawaii,15,Maui,9,Maui,13922
G1600010,1970,Idaho,16,Ada,1,Ada,37145
G1600030,1970,Idaho,16,Adams,3,Adams,1151
G1600050,1970,Idaho,16,Bannock,5,Bannock,16516
G1600070,1970,Idaho,16,Bear Lake,7,Bear Lake,2173
G1600090,1970,Idaho,16,Benewah,9,Benewah,2360
G1600110,1970,Idaho,16,Bingham,11,Bingham,8429
G1600130,1970,Idaho,16,Blaine,13,Blaine,3064
G1600150,1970,Idaho,16,Boise,15,Boise,1212
G1600170,1970,Idaho,16,Bonner,17,Bonner,7412
G1600190,1970,Idaho,16,Bonneville,19,Bonneville,15683
G1600210,1970,Idaho,16,Boundary,21,Boundary,2176
G1600230,1970,Idaho,16,Butte,23,Butte,1021
G1600250,1970,Idaho,16,Camas,25,Camas,373
G1600270,1970,Idaho,16,Canyon,27,Canyon,20235
G1600290,1970,Idaho,16,Caribou,29,Caribou,2184
G1600310,1970,Idaho,16,Cassia,31,Cassia,5371
G1600330,1970,Idaho,16,Clark,33,Clark,325
G1600350,1970,Idaho,16,Clearwater,35,Clearwater,3633
G1600370,1970,Idaho,16,Custer,37,Custer,1320
G1600390,1970,Idaho,16,Elmore,39,Elmore,5286
G1600410,1970,Idaho,16,Franklin,41,Franklin,2465
G1600430,1970,Idaho,16,Fremont,43,Fremont,3655
G1600450,1970,Idaho,16,Gem,45,Gem,3332
G1600470,1970,Idaho,16,Gooding,47,Gooding,3127
G1600490,1970,Idaho,16,Idaho,49,Idaho,4272
G1600510,1970,Idaho,16,Jefferson,51,Jefferson,3488
G1600530,1970,Idaho,16,Jerome,53,Jerome,3637
G1600550,1970,Idaho,16,Kootenai,55,Kootenai,14713
G1600570,1970,Idaho,16,Latah,57,Latah,8064
G1600590,1970,Idaho,16,Lemhi,59,Lemhi,2253
G1600610,1970,Idaho,16,Lewis,61,Lewis,1412
G1600630,1970,Idaho,16,Lincoln,63,Lincoln,1152
G1600650,1970,Idaho,16,Madison,65,Madison,3175
G1600670,1970,Idaho,16,Minidoka,67,Minidoka,4816
G1600690,1970,Idaho,16,Nez Perce,69,Nez Perce,10687
G1600710,1970,Idaho,16,Oneida,71,Oneida,1233
G1600730,1970,Idaho,16,Owyhee,73,Owyhee,2135
G1600750,1970,Idaho,16,Payette,75,Payette,4453
G1600770,1970,Idaho,16,Power,77,Power,1607
G1600790,1970,Idaho,16,Shoshone,79,Shoshone,6817
G1600810,1970,Idaho,16,Teton,81,Teton,913
G1600830,1970,Idaho,16,Twin Falls,83,Twin Falls,14929
G1600850,1970,Idaho,16,Valley,85,Valley,2431
G1600870,1970,Idaho,16,Washington,87,Washington,2860
G1700010,1970,Illinois,17,Adams,1,Adams,24796
G1700030,1970,Illinois,17,Alexander,3,Alexander,4874
G1700050,1970,Illinois,17,Bond,5,Bond,5111
G1700070,1970,Illinois,17,Boone,7,Boone,8161
G1700090,1970,Illinois,17,Brown,9,Brown,2226
G1700110,1970,Illinois,17,Bureau,11,Bureau,13494
G1700130,1970,Illinois,17,Calhoun,13,Calhoun,2690
G1700150,1970,Illinois,17,Carroll,15,Carroll,6891
G1700170,1970,Illinois,17,Cass,17,Cass,5244
G1700190,1970,Illinois,17,Champaign,19,Champaign,49014
G1700210,1970,Illinois,17,Christian,21,Christian,12984
G1700230,1970,Illinois,17,Clark,23,Clark,6277
G1700250,1970,Illinois,17,Clay,25,Clay,5926
G1700270,1970,Illinois,17,Clinton,27,Clinton,8841
G1700290,1970,Illinois,17,Coles,29,Coles,16308
G1700310,1970,Illinois,17,Cook,31,Cook,1854891
G1700330,1970,Illinois,17,Crawford,33,Crawford,7780
G1700350,1970,Illinois,17,Cumberland,35,Cumberland,3514
G1700370,1970,Illinois,17,DeKalb,37,De Kalb,20268
G1700390,1970,Illinois,17,De Witt,39,De Witt,6127
G1700410,1970,Illinois,17,Douglas,41,Douglas,6638
G1700430,1970,Illinois,17,Du Page,43,Du Page,142422
G1700450,1970,Illinois,17,Edgar,45,Edgar,8249
G1700470,1970,Illinois,17,Edwards,47,Edwards,2911
G1700490,1970,Illinois,17,Effingham,49,Effingham,8309
G1700510,1970,Illinois,17,Fayette,51,Fayette,7612
G1700530,1970,Illinois,17,Ford,53,Ford,5806
G1700550,1970,Illinois,17,Franklin,55,Franklin,15995
G1700570,1970,Illinois,17,Fulton,57,Fulton,15427
G1700590,1970,Illinois,17,Gallatin,59,Gallatin,2989
G1700610,1970,Illinois,17,Greene,61,Greene,6431
G1700630,1970,Illinois,17,Grundy,63,Grundy,8831
G1700650,1970,Illinois,17,Hamilton,65,Hamilton,3645
G1700670,1970,Illinois,17,Hancock,67,Hancock,8738
G1700690,1970,Illinois,17,Hardin,69,Hardin,2088
G1700710,1970,Illinois,17,Henderson,71,Henderson,3354
G1700730,1970,Illinois,17,Henry,73,Henry,18160
G1700750,1970,Illinois,17,Iroquois,75,Iroquois,11893
G1700770,1970,Illinois,17,Jackson,77,Jackson,17272
G1700790,1970,Illinois,17,Jasper,79,Jasper,3923
G1700810,1970,Illinois,17,Jefferson,81,Jefferson,11780
G1700830,1970,Illinois,17,Jersey,83,Jersey,6623
G1700850,1970,Illinois,17,Jo Daviess,85,Jo Daviess,7447
G1700870,1970,Illinois,17,Johnson,87,Johnson,2965
G1700890,1970,Illinois,17,Kane,89,Kane,77088
G1700910,1970,Illinois,17,Kankakee,91,Kankakee,29660
G1700930,1970,Illinois,17,Kendall,93,Kendall,7774
G1700950,1970,Illinois,17,Knox,95,Knox,20970
G1700970,1970,Illinois,17,Lake,97,Lake,110448
G1700990,1970,Illinois,17,La Salle,99,La Salle,37650
G1701010,1970,Illinois,17,Lawrence,101,Lawrence,6648
G1701030,1970,Illinois,17,Lee,103,Lee,11602
G1701050,1970,Illinois,17,Livingston,105,Livingston,13277
G1701070,1970,Illinois,17,Logan,107,Logan,10696
G1701090,1970,Illinois,17,McDonough,109,Mc Donough,10909
G1701110,1970,Illinois,17,McHenry,111,Mc Henry,36288
G1701130,1970,Illinois,17,McLean,113,Mc Lean,33327
G1701150,1970,Illinois,17,Macon,115,Macon,42683
G1701170,1970,Illinois,17,Macoupin,117,Macoupin,16326
G1701190,1970,Illinois,17,Madison,119,Madison,82286
G1701210,1970,Illinois,17,Marion,121,Marion,14919
G1701230,1970,Illinois,17,Marshall,123,Marshall,4677
G1701250,1970,Illinois,17,Mason,125,Mason,6779
G1701270,1970,Illinois,17,Massac,127,Massac,5330
G1701290,1970,Illinois,17,Menard,129,Menard,3768
G1701310,1970,Illinois,17,Mercer,131,Mercer,5962
G1701330,1970,Illinois,17,Monroe,133,Monroe,6195
G1701350,1970,Illinois,17,Montgomery,135,Montgomery,11425
G1701370,1970,Illinois,17,Morgan,137,Morgan,12296
G1701390,1970,Illinois,17,Moultrie,139,Moultrie,4534
G1701410,1970,Illinois,17,Ogle,141,Ogle,14254
G1701430,1970,Illinois,17,Peoria,143,Peoria,66259
G1701450,1970,Illinois,17,Perry,145,Perry,7636
G1701470,1970,Illinois,17,Piatt,147,Piatt,5448
G1701490,1970,Illinois,17,Pike,149,Pike,7832
G1701510,1970,Illinois,17,Pope,151,Pope,1676
G1701530,1970,Illinois,17,Pulaski,153,Pulaski,3464
G1701550,1970,Illinois,17,Putnam,155,Putnam,1840
G1701570,1970,Illinois,17,Randolph,157,Randolph,10254
G1701590,1970,Illinois,17,Richland,159,Richland,6158
G1701610,1970,Illinois,17,Rock Island,161,Rock Island,56551
G1701630,1970,Illinois,17,St Clair,163,St Clair,91354
G1701650,1970,Illinois,17,Saline,165,Saline,10618
G1701670,1970,Illinois,17,Sangamon,167,Sangamon,57034
G1701690,1970,Illinois,17,Schuyler,169,Schuyler,3223
G1701710,1970,Illinois,17,Scott,171,Scott,2461
G1701730,1970,Illinois,17,Shelby,173,Shelby,8534
G1701750,1970,Illinois,17,Stark,175,Stark,2611
G1701770,1970,Illinois,17,Stephenson,177,Stephenson,16731
G1701790,1970,Illinois,17,Tazewell,179,Tazewell,37649
G1701810,1970,Illinois,17,Union,181,Union,5948
G1701830,1970,Illinois,17,Vermilion,183,Vermilion,33492
G1701850,1970,Illinois,17,Wabash,185,Wabash,4695
G1701870,1970,Illinois,17,Warren,187,Warren,7337
G1701890,1970,Illinois,17,Washington,189,Washington,5341
G1701910,1970,Illinois,17,Wayne,191,Wayne,6752
G1701930,1970,Illinois,17,White,193,White,7065
G1701950,1970,Illinois,17,Whiteside,195,Whiteside,20417
G1701970,1970,Illinois,17,Will,197,Will,73711
G1701990,1970,Illinois,17,Williamson,199,Williamson,18929
G1702010,1970,Illinois,17,Winnebago,201,Winnebago,80931
G1702030,1970,Illinois,17,Woodford,203,Woodford,8720
G1800010,1970,Indiana,18,Adams,1,Adams,8351
G1800030,1970,Indiana,18,Allen,3,Allen,90297
G1800050,1970,Indiana,18,Bartholomew,5,Bartholomew,18401
G1800070,1970,Indiana,18,Benton,7,Benton,3773
G1800090,1970,Indiana,18,Blackford,9,Blackford,5484
G1800110,1970,Indiana,18,Boone,11,Boone,10331
G1800130,1970,Indiana,18,Brown,13,Brown,4161
G1800150,1970,Indiana,18,Carroll,15,Carroll,7044
G1800170,1970,Indiana,18,Cass,17,Cass,13894
G1800190,1970,Indiana,18,Clark,19,Clark,24088
G1800210,1970,Indiana,18,Clay,21,Clay,9074
G1800230,1970,Indiana,18,Clinton,23,Clinton,10969
G1800250,1970,Indiana,18,Crawford,25,Crawford,3283
G1800270,1970,Indiana,18,Daviess,27,Daviess,9200
G1800290,1970,Indiana,18,Dearborn,29,Dearborn,9624
G1800310,1970,Indiana,18,Decatur,31,Decatur,7573
G1800330,1970,Indiana,18,DeKalb,33,De Kalb,10000
G1800350,1970,Indiana,18,Delaware,35,Delaware,41455
G1800370,1970,Indiana,18,Dubois,37,Dubois,9093
G1800390,1970,Indiana,18,Elkhart,39,Elkhart,40736
G1800410,1970,Indiana,18,Fayette,41,Fayette,8750
G1800430,1970,Indiana,18,Floyd,43,Floyd,18294
G1800450,1970,Indiana,18,Fountain,45,Fountain,6581
G1800470,1970,Indiana,18,Franklin,47,Franklin,5222
G1800490,1970,Indiana,18,Fulton,49,Fulton,7112
G1800510,1970,Indiana,18,Gibson,51,Gibson,10991
G1800530,1970,Indiana,18,Grant,53,Grant,27077
G1800550,1970,Indiana,18,Greene,55,Greene,10682
G1800570,1970,Indiana,18,Hamilton,57,Hamilton,17321
G1800590,1970,Indiana,18,Hancock,59,Hancock,11217
G1800610,1970,Indiana,18,Harrison,61,Harrison,6873
G1800630,1970,Indiana,18,Hendricks,63,Hendricks,16720
G1800650,1970,Indiana,18,Henry,65,Henry,17582
G1800670,1970,Indiana,18,Howard,67,Howard,27751
G1800690,1970,Indiana,18,Huntington,69,Huntington,11691
G1800710,1970,Indiana,18,Jackson,71,Jackson,11345
G1800730,1970,Indiana,18,Jasper,73,Jasper,6315
G1800750,1970,Indiana,18,Jay,75,Jay,8444
G1800770,1970,Indiana,18,Jefferson,77,Jefferson,8598
G1800790,1970,Indiana,18,Jennings,79,Jennings,5947
G1800810,1970,Indiana,18,Johnson,81,Johnson,18546
G1800830,1970,Indiana,18,Knox,83,Knox,14617
G1800850,1970,Indiana,18,Kosciusko,85,Kosciusko,21275
G1800870,1970,Indiana,18,Lagrange,87,Lagrange,8148
G1800890,1970,Indiana,18,Lake,89,Lake,167175
G1800910,1970,Indiana,18,LaPorte,91,La Porte,34206
G1800930,1970,Indiana,18,Lawrence,93,Lawrence,13918
G1800950,1970,Indiana,18,Madison,95,Madison,46773
G1800970,1970,Indiana,18,Marion,97,Marion,268969
G1800990,1970,Indiana,18,Marshall,99,Marshall,12105
G1801010,1970,Indiana,18,Martin,101,Martin,3641
G1801030,1970,Indiana,18,Miami,103,Miami,12814
G1801050,1970,Indiana,18,Monroe,105,Monroe,26738
G1801070,1970,Indiana,18,Montgomery,107,Montgomery,11828
G1801090,1970,Indiana,18,Morgan,109,Morgan,13706
G1801110,1970,Indiana,18,Newton,111,Newton,4141
G1801130,1970,Indiana,18,Noble,113,Noble,11505
G1801150,1970,Indiana,18,Ohio,115,Ohio,1525
G1801170,1970,Indiana,18,Orange,117,Orange,6125
G1801190,1970,Indiana,18,Owen,119,Owen,5007
G1801210,1970,Indiana,18,Parke,121,Parke,5806
G1801230,1970,Indiana,18,Perry,123,Perry,6286
G1801250,1970,Indiana,18,Pike,125,Pike,4838
G1801270,1970,Indiana,18,Porter,127,Porter,26205
G1801290,1970,Indiana,18,Posey,129,Posey,7465
G1801310,1970,Indiana,18,Pulaski,131,Pulaski,4493
G1801330,1970,Indiana,18,Putnam,133,Putnam,8485
G1801350,1970,Indiana,18,Randolph,135,Randolph,10166
G1801370,1970,Indiana,18,Ripley,137,Ripley,6995
G1801390,1970,Indiana,18,Rush,139,Rush,6679
G1801410,1970,Indiana,18,St Joseph,141,St Joseph,78901
G1801430,1970,Indiana,18,Scott,143,Scott,5651
G1801450,1970,Indiana,18,Shelby,145,Shelby,12625
G1801470,1970,Indiana,18,Spencer,147,Spencer,5491
G1801490,1970,Indiana,18,Starke,149,Starke,7518
G1801510,1970,Indiana,18,Steuben,151,Steuben,10447
G1801530,1970,Indiana,18,Sullivan,153,Sullivan,7788
G1801550,1970,Indiana,18,Switzerland,155,Switzerland,2451
G1801570,1970,Indiana,18,Tippecanoe,157,Tippecanoe,34197
G1801590,1970,Indiana,18,Tipton,159,Tipton,5723
G1801610,1970,Indiana,18,Union,161,Union,2247
G1801630,1970,Indiana,18,Vanderburgh,163,Vanderburgh,58011
G1801650,1970,Indiana,18,Vermillion,165,Vermillion,6587
G1801670,1970,Indiana,18,Vigo,167,Vigo,38603
G1801690,1970,Indiana,18,Wabash,169,Wabash,11384
G1801710,1970,Indiana,18,Warren,171,Warren,3060
G1801730,1970,Indiana,18,Warrick,173,Warrick,9140
G1801750,1970,Indiana,18,Washington,175,Washington,6616
G1801770,1970,Indiana,18,Wayne,177,Wayne,26633
G1801790,1970,Indiana,18,Wells,179,Wells,8073
G1801810,1970,Indiana,18,White,181,White,9111
G1801830,1970,Indiana,18,Whitley,183,Whitley,8318
G1900010,1970,Iowa,19,Adair,1,Adair,3645
G1900030,1970,Iowa,19,Adams,3,Adams,2381
G1900050,1970,Iowa,19,Allamakee,5,Allamakee,5233
G1900070,1970,Iowa,19,Appanoose,7,Appanoose,6120
G1900090,1970,Iowa,19,Audubon,9,Audubon,3394
G1900110,1970,Iowa,19,Benton,11,Benton,7925
G1900130,1970,Iowa,19,Black Hawk,13,Black Hawk,41513
G1900150,1970,Iowa,19,Boone,15,Boone,9186
G1900170,1970,Iowa,19,Bremer,17,Bremer,7220
G1900190,1970,Iowa,19,Buchanan,19,Buchanan,7049
G1900210,1970,Iowa,19,Buena Vista,21,Buena Vista,7242
G1900230,1970,Iowa,19,Butler,23,Butler,5850
G1900250,1970,Iowa,19,Calhoun,25,Calhoun,5580
G1900270,1970,Iowa,19,Carroll,27,Carroll,7213
G1900290,1970,Iowa,19,Cass,29,Cass,6440
G1900310,1970,Iowa,19,Cedar,31,Cedar,6064
G1900330,1970,Iowa,19,Cerro Gordo,33,Cerro Gordo,17920
G1900350,1970,Iowa,19,Cherokee,35,Cherokee,5889
G1900370,1970,Iowa,19,Chickasaw,37,Chickasaw,4792
G1900390,1970,Iowa,19,Clarke,39,Clarke,2988
G1900410,1970,Iowa,19,Clay,41,Clay,6663
G1900430,1970,Iowa,19,Clayton,43,Clayton,7450
G1900450,1970,Iowa,19,Clinton,45,Clinton,18747
G1900470,1970,Iowa,19,Crawford,47,Crawford,6436
G1900490,1970,Iowa,19,Dallas,49,Dallas,9146
G1900510,1970,Iowa,19,Davis,51,Davis,3066
G1900530,1970,Iowa,19,Decatur,53,Decatur,3624
G1900550,1970,Iowa,19,Delaware,55,Delaware,6261
G1900570,1970,Iowa,19,Des Moines,57,Des Moines,16893
G1900590,1970,Iowa,19,Dickinson,59,Dickinson,8366
G1900610,1970,Iowa,19,Dubuque,61,Dubuque,25280
G1900630,1970,Iowa,19,Emmet,63,Emmet,4676
G1900650,1970,Iowa,19,Fayette,65,Fayette,8967
G1900670,1970,Iowa,19,Floyd,67,Floyd,6882
G1900690,1970,Iowa,19,Franklin,69,Franklin,4999
G1900710,1970,Iowa,19,Fremont,71,Fremont,3454
G1900730,1970,Iowa,19,Greene,73,Greene,4798
G1900750,1970,Iowa,19,Grundy,75,Grundy,4868
G1900770,1970,Iowa,19,Guthrie,77,Guthrie,4766
G1900790,1970,Iowa,19,Hamilton,79,Hamilton,6605
G1900810,1970,Iowa,19,Hancock,81,Hancock,4717
G1900830,1970,Iowa,19,Hardin,83,Hardin,8056
G1900850,1970,Iowa,19,Harrison,85,Harrison,5793
G1900870,1970,Iowa,19,Henry,87,Henry,6430
G1900890,1970,Iowa,19,Howard,89,Howard,3925
G1900910,1970,Iowa,19,Humboldt,91,Humboldt,4325
G1900930,1970,Iowa,19,Ida,93,Ida,3250
G1900950,1970,Iowa,19,Iowa,95,Iowa,5231
G1900970,1970,Iowa,19,Jackson,97,Jackson,6868
G1900990,1970,Iowa,19,Jasper,99,Jasper,12255
G1901010,1970,Iowa,19,Jefferson,101,Jefferson,5738
G1901030,1970,Iowa,19,Johnson,103,Johnson,23654
G1901050,1970,Iowa,19,Jones,105,Jones,6249
G1901070,1970,Iowa,19,Keokuk,107,Keokuk,5242
G1901090,1970,Iowa,19,Kossuth,109,Kossuth,7386
G1901110,1970,Iowa,19,Lee,111,Lee,14890
G1901130,1970,Iowa,19,Linn,113,Linn,54137
G1901150,1970,Iowa,19,Louisa,115,Louisa,3970
G1901170,1970,Iowa,19,Lucas,117,Lucas,4014
G1901190,1970,Iowa,19,Lyon,119,Lyon,4363
G1901210,1970,Iowa,19,Madison,121,Madison,4245
G1901230,1970,Iowa,19,Mahaska,123,Mahaska,8247
G1901250,1970,Iowa,19,Marion,125,Marion,8594
G1901270,1970,Iowa,19,Marshall,127,Marshall,13986
G1901290,1970,Iowa,19,Mills,129,Mills,3922
G1901310,1970,Iowa,19,Mitchell,131,Mitchell,4335
G1901330,1970,Iowa,19,Monona,133,Monona,4511
G1901350,1970,Iowa,19,Monroe,135,Monroe,3481
G1901370,1970,Iowa,19,Montgomery,137,Montgomery,4996
G1901390,1970,Iowa,19,Muscatine,139,Muscatine,12728
G1901410,1970,Iowa,19,O Brien,141,O>Brien,6099
G1901430,1970,Iowa,19,Osceola,143,Osceola,2958
G1901450,1970,Iowa,19,Page,145,Page,7128
G1901470,1970,Iowa,19,Palo Alto,147,Palo Alto,4764
G1901490,1970,Iowa,19,Plymouth,149,Plymouth,7563
G1901510,1970,Iowa,19,Pocahontas,151,Pocahontas,4459
G1901530,1970,Iowa,19,Polk,153,Polk,98325
G1901550,1970,Iowa,19,Pottawattamie,155,Pottawattamie,28121
G1901570,1970,Iowa,19,Poweshiek,157,Poweshiek,6694
G1901590,1970,Iowa,19,Ringgold,159,Ringgold,2781
G1901610,1970,Iowa,19,Sac,161,Sac,5758
G1901630,1970,Iowa,19,Scott,163,Scott,46397
G1901650,1970,Iowa,19,Shelby,165,Shelby,4953
G1901670,1970,Iowa,19,Sioux,167,Sioux,8412
G1901690,1970,Iowa,19,Story,169,Story,19062
G1901710,1970,Iowa,19,Tama,171,Tama,7115
G1901730,1970,Iowa,19,Taylor,173,Taylor,3551
G1901750,1970,Iowa,19,Union,175,Union,5184
G1901770,1970,Iowa,19,Van Buren,177,Van Buren,3426
G1901790,1970,Iowa,19,Wapello,179,Wapello,15478
G1901810,1970,Iowa,19,Warren,181,Warren,8425
G1901830,1970,Iowa,19,Washington,183,Washington,6634
G1901850,1970,Iowa,19,Wayne,185,Wayne,3499
G1901870,1970,Iowa,19,Webster,187,Webster,16314
G1901890,1970,Iowa,19,Winnebago,189,Winnebago,4526
G1901910,1970,Iowa,19,Winneshiek,191,Winneshiek,6434
G1901930,1970,Iowa,19,Woodbury,193,Woodbury,35127
G1901950,1970,Iowa,19,Worth,195,Worth,3334
G1901970,1970,Iowa,19,Wright,197,Wright,6410
G2000010,1970,Kansas,20,Allen,1,Allen,5884
G2000030,1970,Kansas,20,Anderson,3,Anderson,3205
G2000050,1970,Kansas,20,Atchison,5,Atchison,6309
G2000070,1970,Kansas,20,Barber,7,Barber,3051
G2000090,1970,Kansas,20,Barton,9,Barton,10636
G2000110,1970,Kansas,20,Bourbon,11,Bourbon,6214
G2000130,1970,Kansas,20,Brown,13,Brown,4674
G2000150,1970,Kansas,20,Butler,15,Butler,13824
G2000170,1970,Kansas,20,Chase,17,Chase,1522
G2000190,1970,Kansas,20,Chautauqua,19,Chautauqua,2270
G2000210,1970,Kansas,20,Cherokee,21,Cherokee,8564
G2000230,1970,Kansas,20,Cheyenne,23,Cheyenne,1716
G2000250,1970,Kansas,20,Clark,25,Clark,1301
G2000270,1970,Kansas,20,Clay,27,Clay,4004
G2000290,1970,Kansas,20,Cloud,29,Cloud,5206
G2000310,1970,Kansas,20,Coffey,31,Coffey,3083
G2000330,1970,Kansas,20,Comanche,33,Comanche,1209
G2000350,1970,Kansas,20,Cowley,35,Cowley,13251
G2000370,1970,Kansas,20,Crawford,37,Crawford,14970
G2000390,1970,Kansas,20,Decatur,39,Decatur,2175
G2000410,1970,Kansas,20,Dickinson,41,Dickinson,7805
G2000430,1970,Kansas,20,Doniphan,43,Doniphan,3264
G2000450,1970,Kansas,20,Douglas,45,Douglas,18275
G2000470,1970,Kansas,20,Edwards,47,Edwards,1882
G2000490,1970,Kansas,20,Elk,49,Elk,1869
G2000510,1970,Kansas,20,Ellis,51,Ellis,7760
G2000530,1970,Kansas,20,Ellsworth,53,Ellsworth,2723
G2000550,1970,Kansas,20,Finney,55,Finney,6010
G2000570,1970,Kansas,20,Ford,57,Ford,7752
G2000590,1970,Kansas,20,Franklin,59,Franklin,7205
G2000610,1970,Kansas,20,Geary,61,Geary,8751
G2000630,1970,Kansas,20,Gove,63,Gove,1312
G2000650,1970,Kansas,20,Graham,65,Graham,1655
G2000670,1970,Kansas,20,Grant,67,Grant,1924
G2000690,1970,Kansas,20,Gray,69,Gray,1626
G2000710,1970,Kansas,20,Greeley,71,Greeley,674
G2000730,1970,Kansas,20,Greenwood,73,Greenwood,4088
G2000750,1970,Kansas,20,Hamilton,75,Hamilton,1092
G2000770,1970,Kansas,20,Harper,77,Harper,3488
G2000790,1970,Kansas,20,Harvey,79,Harvey,9215
