GISJOIN,YEAR,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,ANPSADPI,ESA001
G4400050,1990,Newport,5,,1,####,,####,1,Rhode Island,44,,,,Newport County,37475
G4400070,1990,Providence,7,,1,6482,,####,1,Rhode Island,44,,,,Providence County,243224
G4400090,1990,Washington,9,,1,####,,####,1,Rhode Island,44,,,,Washington County,49856
G4500010,1990,Abbeville,1,,5,9999,,9999,3,South Carolina,45,,,,Abbeville County,9846
G4500030,1990,Aiken,3,,5,600,,9999,3,South Carolina,45,,,,Aiken County,49266
G4500050,1990,Allendale,5,,5,9999,,9999,3,South Carolina,45,,,,Allendale County,4242
G4500070,1990,Anderson,7,,5,405,,9999,3,South Carolina,45,,,,Anderson County,60745
G4500090,1990,Bamberg,9,,5,9999,,9999,3,South Carolina,45,,,,Bamberg County,6408
G4500110,1990,Barnwell,11,,5,9999,,9999,3,South Carolina,45,,,,Barnwell County,7854
G4500130,1990,Beaufort,13,,5,9999,,9999,3,South Carolina,45,,,,Beaufort County,45981
G4500150,1990,Berkeley,15,,5,1440,,9999,3,South Carolina,45,,,,Berkeley County,45697
G4500170,1990,Calhoun,17,,5,9999,,9999,3,South Carolina,45,,,,Calhoun County,5225
G4500190,1990,Charleston,19,,5,1440,,9999,3,South Carolina,45,,,,Charleston County,123550
G4500210,1990,Cherokee,21,,5,9999,,9999,3,South Carolina,45,,,,Cherokee County,17610
G4500230,1990,Chester,23,,5,9999,,9999,3,South Carolina,45,,,,Chester County,12293
G4500250,1990,Chesterfield,25,,5,9999,,9999,3,South Carolina,45,,,,Chesterfield County,15101
G4500270,1990,Clarendon,27,,5,9999,,9999,3,South Carolina,45,,,,Clarendon County,12101
G4500290,1990,Colleton,29,,5,9999,,9999,3,South Carolina,45,,,,Colleton County,14926
G4500310,1990,Darlington,31,,5,9999,,9999,3,South Carolina,45,,,,Darlington County,23601
G4500330,1990,Dillon,33,,5,9999,,9999,3,South Carolina,45,,,,Dillon County,10590
G4500350,1990,Dorchester,35,,5,1440,,9999,3,South Carolina,45,,,,Dorchester County,30632
G4500370,1990,Edgefield,37,,5,9999,,9999,3,South Carolina,45,,,,Edgefield County,7290
G4500390,1990,Fairfield,39,,5,9999,,9999,3,South Carolina,45,,,,Fairfield County,8730
G4500410,1990,Florence,41,,5,2655,,9999,3,South Carolina,45,,,,Florence County,43209
G4500430,1990,Georgetown,43,,5,9999,,9999,3,South Carolina,45,,,,Georgetown County,21134
G4500450,1990,Greenville,45,,5,3160,,9999,3,South Carolina,45,,,,Greenville County,131645
G4500470,1990,Greenwood,47,,5,9999,,9999,3,South Carolina,45,,,,Greenwood County,24735
G4500490,1990,Hampton,49,,5,9999,,9999,3,South Carolina,45,,,,Hampton County,7058
G4500510,1990,Horry,51,,5,9999,,9999,3,South Carolina,45,,,,Horry County,89960
G4500530,1990,Jasper,53,,5,9999,,9999,3,South Carolina,45,,,,Jasper County,6070
G4500550,1990,Kershaw,55,,5,9999,,9999,3,South Carolina,45,,,,Kershaw County,17479
G4500570,1990,Lancaster,57,,5,9999,,9999,3,South Carolina,45,,,,Lancaster County,20929
G4500590,1990,Laurens,59,,5,9999,,9999,3,South Carolina,45,,,,Laurens County,23201
G4500610,1990,Lee,61,,5,9999,,9999,3,South Carolina,45,,,,Lee County,6537
G4500630,1990,Lexington,63,,5,1760,,9999,3,South Carolina,45,,,,Lexington County,67556
G4500650,1990,McCormick,65,,5,9999,,9999,3,South Carolina,45,,,,McCormick County,3347
G4500670,1990,Marion,67,,5,9999,,9999,3,South Carolina,45,,,,Marion County,12777
G4500690,1990,Marlboro,69,,5,9999,,9999,3,South Carolina,45,,,,Marlboro County,10955
G4500710,1990,Newberry,71,,5,9999,,9999,3,South Carolina,45,,,,Newberry County,14455
G4500730,1990,Oconee,73,,5,9999,,9999,3,South Carolina,45,,,,Oconee County,25983
G4500750,1990,Orangeburg,75,,5,9999,,9999,3,South Carolina,45,,,,Orangeburg County,32340
G4500770,1990,Pickens,77,,5,3160,,9999,3,South Carolina,45,,,,Pickens County,35865
G4500790,1990,Richland,79,,5,1760,,9999,3,South Carolina,45,,,,Richland County,109564
G4500810,1990,Saluda,81,,5,9999,,9999,3,South Carolina,45,,,,Saluda County,6792
G4500830,1990,Spartanburg,83,,5,3160,,9999,3,South Carolina,45,,,,Spartanburg County,89927
G4500850,1990,Sumter,85,,5,9999,,9999,3,South Carolina,45,,,,Sumter County,35016
G4500870,1990,Union,87,,5,9999,,9999,3,South Carolina,45,,,,Union County,12230
G4500890,1990,Williamsburg,89,,5,9999,,9999,3,South Carolina,45,,,,Williamsburg County,13265
G4500910,1990,York,91,,5,1520,,9999,3,South Carolina,45,,,,York County,50438
G4600030,1990,Aurora,3,,4,9999,,9999,2,South Dakota,46,,,,Aurora County,1342
G4600050,1990,Beadle,5,,4,9999,,9999,2,South Dakota,46,,,,Beadle County,8093
G4600070,1990,Bennett,7,,4,9999,,9999,2,South Dakota,46,,,,Bennett County,1292
G4600090,1990,Bon Homme,9,,4,9999,,9999,2,South Dakota,46,,,,Bon Homme County,3087
G4600110,1990,Brookings,11,,4,9999,,9999,2,South Dakota,46,,,,Brookings County,9824
G4600130,1990,Brown,13,,4,9999,,9999,2,South Dakota,46,,,,Brown County,15101
G4600150,1990,Brule,15,,4,9999,,9999,2,South Dakota,46,,,,Brule County,2275
G4600170,1990,Buffalo,17,,4,9999,,9999,2,South Dakota,46,,,,Buffalo County,535
G4600190,1990,Butte,19,,4,9999,,9999,2,South Dakota,46,,,,Butte County,3502
G4600210,1990,Campbell,21,,4,9999,,9999,2,South Dakota,46,,,,Campbell County,944
G4600230,1990,Charles Mix,23,,4,9999,,9999,2,South Dakota,46,,,,Charles Mix County,3751
G4600250,1990,Clark,25,,4,9999,,9999,2,South Dakota,46,,,,Clark County,2026
G4600270,1990,Clay,27,,4,9999,,9999,2,South Dakota,46,,,,Clay County,4892
G4600290,1990,Codington,29,,4,9999,,9999,2,South Dakota,46,,,,Codington County,9539
G4600310,1990,Corson,31,,4,9999,,9999,2,South Dakota,46,,,,Corson County,1557
G4600330,1990,Custer,33,,4,9999,,9999,2,South Dakota,46,,,,Custer County,3003
G4600350,1990,Davison,35,,4,9999,,9999,2,South Dakota,46,,,,Davison County,7490
G4600370,1990,Day,37,,4,9999,,9999,2,South Dakota,46,,,,Day County,3914
G4600390,1990,Deuel,39,,4,9999,,9999,2,South Dakota,46,,,,Deuel County,2208
G4600410,1990,Dewey,41,,4,9999,,9999,2,South Dakota,46,,,,Dewey County,2123
G4600430,1990,Douglas,43,,4,9999,,9999,2,South Dakota,46,,,,Douglas County,1517
G4600450,1990,Edmunds,45,,4,9999,,9999,2,South Dakota,46,,,,Edmunds County,2004
G4600470,1990,Fall River,47,,4,9999,,9999,2,South Dakota,46,,,,Fall River County,3692
G4600490,1990,Faulk,49,,4,9999,,9999,2,South Dakota,46,,,,Faulk County,1286
G4600510,1990,Grant,51,,4,9999,,9999,2,South Dakota,46,,,,Grant County,3549
G4600530,1990,Gregory,53,,4,9999,,9999,2,South Dakota,46,,,,Gregory County,2595
G4600550,1990,Haakon,55,,4,9999,,9999,2,South Dakota,46,,,,Haakon County,1071
G4600570,1990,Hamlin,57,,4,9999,,9999,2,South Dakota,46,,,,Hamlin County,2500
G4600590,1990,Hand,59,,4,9999,,9999,2,South Dakota,46,,,,Hand County,2053
G4600610,1990,Hanson,61,,4,9999,,9999,2,South Dakota,46,,,,Hanson County,1232
G4600630,1990,Harding,63,,4,9999,,9999,2,South Dakota,46,,,,Harding County,776
G4600650,1990,Hughes,65,,4,9999,,9999,2,South Dakota,46,,,,Hughes County,6255
G4600670,1990,Hutchinson,67,,4,9999,,9999,2,South Dakota,46,,,,Hutchinson County,3657
G4600690,1990,Hyde,69,,4,9999,,9999,2,South Dakota,46,,,,Hyde County,816
G4600710,1990,Jackson,71,,4,9999,,9999,2,South Dakota,46,,,,Jackson County,1147
G4600730,1990,Jerauld,73,,4,9999,,9999,2,South Dakota,46,,,,Jerauld County,1182
G4600750,1990,Jones,75,,4,9999,,9999,2,South Dakota,46,,,,Jones County,699
G4600770,1990,Kingsbury,77,,4,9999,,9999,2,South Dakota,46,,,,Kingsbury County,2765
G4600790,1990,Lake,79,,4,9999,,9999,2,South Dakota,46,,,,Lake County,5148
G4600810,1990,Lawrence,81,,4,9999,,9999,2,South Dakota,46,,,,Lawrence County,9092
G4600830,1990,Lincoln,83,,4,9999,,9999,2,South Dakota,46,,,,Lincoln County,5823
G4600850,1990,Lyman,85,,4,9999,,9999,2,South Dakota,46,,,,Lyman County,1523
G4600870,1990,McCook,87,,4,9999,,9999,2,South Dakota,46,,,,McCook County,2371
G4600890,1990,McPherson,89,,4,9999,,9999,2,South Dakota,46,,,,McPherson County,1566
G4600910,1990,Marshall,91,,4,9999,,9999,2,South Dakota,46,,,,Marshall County,2640
G4600930,1990,Meade,93,,4,9999,,9999,2,South Dakota,46,,,,Meade County,7592
G4600950,1990,Mellette,95,,4,9999,,9999,2,South Dakota,46,,,,Mellette County,910
G4600970,1990,Miner,97,,4,9999,,9999,2,South Dakota,46,,,,Miner County,1474
G4600990,1990,Minnehaha,99,,4,7760,,9999,2,South Dakota,46,,,,Minnehaha County,49780
G4601010,1990,Moody,101,,4,9999,,9999,2,South Dakota,46,,,,Moody County,2666
G4601030,1990,Pennington,103,,4,6660,,9999,2,South Dakota,46,,,,Pennington County,33741
G4601050,1990,Perkins,105,,4,9999,,9999,2,South Dakota,46,,,,Perkins County,2007
G4601070,1990,Potter,107,,4,9999,,9999,2,South Dakota,46,,,,Potter County,1664
G4601090,1990,Roberts,109,,4,9999,,9999,2,South Dakota,46,,,,Roberts County,4728
G4601110,1990,Sanborn,111,,4,9999,,9999,2,South Dakota,46,,,,Sanborn County,1326
G4601130,1990,Shannon,113,,4,9999,,9999,2,South Dakota,46,,,,Shannon County,2699
G4601150,1990,Spink,115,,4,9999,,9999,2,South Dakota,46,,,,Spink County,3545
G4601170,1990,Stanley,117,,4,9999,,9999,2,South Dakota,46,,,,Stanley County,1056
G4601190,1990,Sully,119,,4,9999,,9999,2,South Dakota,46,,,,Sully County,811
G4601210,1990,Todd,121,,4,9999,,9999,2,South Dakota,46,,,,Todd County,2572
G4601230,1990,Tripp,123,,4,9999,,9999,2,South Dakota,46,,,,Tripp County,3023
G4601250,1990,Turner,125,,4,9999,,9999,2,South Dakota,46,,,,Turner County,3800
G4601270,1990,Union,127,,4,9999,,9999,2,South Dakota,46,,,,Union County,4286
G4601290,1990,Walworth,129,,4,9999,,9999,2,South Dakota,46,,,,Walworth County,2928
G4601350,1990,Yankton,135,,4,9999,,9999,2,South Dakota,46,,,,Yankton County,7571
G4601370,1990,Ziebach,137,,4,9999,,9999,2,South Dakota,46,,,,Ziebach County,800
G4700010,1990,Anderson,1,,6,3840,,9999,3,Tennessee,47,,,,Anderson County,29323
G4700030,1990,Bedford,3,,6,9999,,9999,3,Tennessee,47,,,,Bedford County,12638
G4700050,1990,Benton,5,,6,9999,,9999,3,Tennessee,47,,,,Benton County,7107
G4700070,1990,Bledsoe,7,,6,9999,,9999,3,Tennessee,47,,,,Bledsoe County,3771
G4700090,1990,Blount,9,,6,3840,,9999,3,Tennessee,47,,,,Blount County,36532
G4700110,1990,Bradley,11,,6,9999,,9999,3,Tennessee,47,,,,Bradley County,29562
G4700130,1990,Campbell,13,,6,9999,,9999,3,Tennessee,47,,,,Campbell County,14817
G4700150,1990,Cannon,15,,6,9999,,9999,3,Tennessee,47,,,,Cannon County,4368
G4700170,1990,Carroll,17,,6,9999,,9999,3,Tennessee,47,,,,Carroll County,11783
G4700190,1990,Carter,19,,6,3660,,9999,3,Tennessee,47,,,,Carter County,21779
G4700210,1990,Cheatham,21,,6,5360,,9999,3,Tennessee,47,,,,Cheatham County,10297
G4700230,1990,Chester,23,,6,9999,,9999,3,Tennessee,47,,,,Chester County,4944
G4700250,1990,Claiborne,25,,6,9999,,9999,3,Tennessee,47,,,,Claiborne County,10711
G4700270,1990,Clay,27,,6,9999,,9999,3,Tennessee,47,,,,Clay County,3340
G4700290,1990,Cocke,29,,6,9999,,9999,3,Tennessee,47,,,,Cocke County,12282
G4700310,1990,Coffee,31,,6,9999,,9999,3,Tennessee,47,,,,Coffee County,16786
G4700330,1990,Crockett,33,,6,9999,,9999,3,Tennessee,47,,,,Crockett County,5521
G4700350,1990,Cumberland,35,,6,9999,,9999,3,Tennessee,47,,,,Cumberland County,15864
G4700370,1990,Davidson,37,,6,5360,,9999,3,Tennessee,47,,,,Davidson County,229064
G4700390,1990,Decatur,39,,6,9999,,9999,3,Tennessee,47,,,,Decatur County,5346
G4700410,1990,DeKalb,41,,6,9999,,9999,3,Tennessee,47,,,,DeKalb County,6694
G4700430,1990,Dickson,43,,6,5360,,9999,3,Tennessee,47,,,,Dickson County,14149
G4700450,1990,Dyer,45,,6,9999,,9999,3,Tennessee,47,,,,Dyer County,14384
G4700470,1990,Fayette,47,,6,9999,,9999,3,Tennessee,47,,,,Fayette County,9115
G4700490,1990,Fentress,49,,6,9999,,9999,3,Tennessee,47,,,,Fentress County,6120
G4700510,1990,Franklin,51,,6,9999,,9999,3,Tennessee,47,,,,Franklin County,13717
G4700530,1990,Gibson,53,,6,9999,,9999,3,Tennessee,47,,,,Gibson County,19635
G4700550,1990,Giles,55,,6,9999,,9999,3,Tennessee,47,,,,Giles County,10828
G4700570,1990,Grainger,57,,6,3840,,9999,3,Tennessee,47,,,,Grainger County,7501
G4700590,1990,Greene,59,,6,9999,,9999,3,Tennessee,47,,,,Greene County,23270
G4700610,1990,Grundy,61,,6,9999,,9999,3,Tennessee,47,,,,Grundy County,5155
G4700630,1990,Hamblen,63,,6,9999,,9999,3,Tennessee,47,,,,Hamblen County,20514
G4700650,1990,Hamilton,65,,6,1560,,9999,3,Tennessee,47,,,,Hamilton County,122588
G4700670,1990,Hancock,67,,6,9999,,9999,3,Tennessee,47,,,,Hancock County,2890
G4700690,1990,Hardeman,69,,6,9999,,9999,3,Tennessee,47,,,,Hardeman County,9174
G4700710,1990,Hardin,71,,6,9999,,9999,3,Tennessee,47,,,,Hardin County,10275
G4700730,1990,Hawkins,73,,6,3660,,9999,3,Tennessee,47,,,,Hawkins County,18779
G4700750,1990,Haywood,75,,6,9999,,9999,3,Tennessee,47,,,,Haywood County,7475
G4700770,1990,Henderson,77,,6,9999,,9999,3,Tennessee,47,,,,Henderson County,9278
G4700790,1990,Henry,79,,6,9999,,9999,3,Tennessee,47,,,,Henry County,13774
G4700810,1990,Hickman,81,,6,9999,,9999,3,Tennessee,47,,,,Hickman County,6662
G4700830,1990,Houston,83,,6,9999,,9999,3,Tennessee,47,,,,Houston County,3085
G4700850,1990,Humphreys,85,,6,9999,,9999,3,Tennessee,47,,,,Humphreys County,7136
G4700870,1990,Jackson,87,,6,9999,,9999,3,Tennessee,47,,,,Jackson County,4219
G4700890,1990,Jefferson,89,,6,3840,,9999,3,Tennessee,47,,,,Jefferson County,14170
G4700910,1990,Johnson,91,,6,9999,,9999,3,Tennessee,47,,,,Johnson County,6090
G4700930,1990,Knox,93,,6,3840,,9999,3,Tennessee,47,,,,Knox County,143582
G4700950,1990,Lake,95,,6,9999,,9999,3,Tennessee,47,,,,Lake County,2610
G4700970,1990,Lauderdale,97,,6,9999,,9999,3,Tennessee,47,,,,Lauderdale County,9343
G4700990,1990,Lawrence,99,,6,9999,,9999,3,Tennessee,47,,,,Lawrence County,14229
G4701010,1990,Lewis,101,,6,9999,,9999,3,Tennessee,47,,,,Lewis County,3943
G4701030,1990,Lincoln,103,,6,9999,,9999,3,Tennessee,47,,,,Lincoln County,11902
G4701050,1990,Loudon,105,,6,9999,,9999,3,Tennessee,47,,,,Loudon County,12995
G4701070,1990,McMinn,107,,6,9999,,9999,3,Tennessee,47,,,,McMinn County,17616
G4701090,1990,McNairy,109,,6,9999,,9999,3,Tennessee,47,,,,McNairy County,9734
G4701110,1990,Macon,111,,6,9999,,9999,3,Tennessee,47,,,,Macon County,6879
G4701130,1990,Madison,113,,6,3580,,9999,3,Tennessee,47,,,,Madison County,31809
G4701150,1990,Marion,115,,6,1560,,9999,3,Tennessee,47,,,,Marion County,10011
G4701170,1990,Marshall,117,,6,9999,,9999,3,Tennessee,47,,,,Marshall County,8909
G4701190,1990,Maury,119,,6,9999,,9999,3,Tennessee,47,,,,Maury County,22286
G4701210,1990,Meigs,121,,6,9999,,9999,3,Tennessee,47,,,,Meigs County,3689
G4701230,1990,Monroe,123,,6,9999,,9999,3,Tennessee,47,,,,Monroe County,12803
G4701250,1990,Montgomery,125,,6,1660,,9999,3,Tennessee,47,,,,Montgomery County,37233
G4701270,1990,Moore,127,,6,9999,,9999,3,Tennessee,47,,,,Moore County,1912
G4701290,1990,Morgan,129,,6,9999,,9999,3,Tennessee,47,,,,Morgan County,6378
G4701310,1990,Obion,131,,6,9999,,9999,3,Tennessee,47,,,,Obion County,13359
G4701330,1990,Overton,133,,6,9999,,9999,3,Tennessee,47,,,,Overton County,7388
G4701350,1990,Perry,135,,6,9999,,9999,3,Tennessee,47,,,,Perry County,3225
G4701370,1990,Pickett,137,,6,9999,,9999,3,Tennessee,47,,,,Pickett County,2253
G4701390,1990,Polk,139,,6,9999,,9999,3,Tennessee,47,,,,Polk County,5659
G4701410,1990,Putnam,141,,6,9999,,9999,3,Tennessee,47,,,,Putnam County,21417
G4701430,1990,Rhea,143,,6,9999,,9999,3,Tennessee,47,,,,Rhea County,10361
G4701450,1990,Roane,145,,6,9999,,9999,3,Tennessee,47,,,,Roane County,20334
G4701470,1990,Robertson,147,,6,5360,,9999,3,Tennessee,47,,,,Robertson County,15823
G4701490,1990,Rutherford,149,,6,5360,,9999,3,Tennessee,47,,,,Rutherford County,45755
G4701510,1990,Scott,151,,6,9999,,9999,3,Tennessee,47,,,,Scott County,7122
G4701530,1990,Sequatchie,153,,6,1560,,9999,3,Tennessee,47,,,,Sequatchie County,3570
G4701550,1990,Sevier,155,,6,3840,,9999,3,Tennessee,47,,,,Sevier County,24166
G4701570,1990,Shelby,157,,6,4920,,9999,3,Tennessee,47,,,,Shelby County,327796
G4701590,1990,Smith,159,,6,9999,,9999,3,Tennessee,47,,,,Smith County,6049
G4701610,1990,Stewart,161,,6,9999,,9999,3,Tennessee,47,,,,Stewart County,4384
G4701630,1990,Sullivan,163,,6,3660,,9999,3,Tennessee,47,,,,Sullivan County,60623
G4701650,1990,Sumner,165,,6,5360,,9999,3,Tennessee,47,,,,Sumner County,39807
G4701670,1990,Tipton,167,,6,4920,,9999,3,Tennessee,47,,,,Tipton County,14071
G4701690,1990,Trousdale,169,,6,9999,,9999,3,Tennessee,47,,,,Trousdale County,2537
G4701710,1990,Unicoi,171,,6,3660,,9999,3,Tennessee,47,,,,Unicoi County,7076
G4701730,1990,Union,173,,6,3840,,9999,3,Tennessee,47,,,,Union County,5696
G4701750,1990,Van Buren,175,,6,9999,,9999,3,Tennessee,47,,,,Van Buren County,2001
G4701770,1990,Warren,177,,6,9999,,9999,3,Tennessee,47,,,,Warren County,13802
G4701790,1990,Washington,179,,6,3660,,9999,3,Tennessee,47,,,,Washington County,38378
G4701810,1990,Wayne,181,,6,9999,,9999,3,Tennessee,47,,,,Wayne County,5741
G4701830,1990,Weakley,183,,6,9999,,9999,3,Tennessee,47,,,,Weakley County,12857
G4701850,1990,White,185,,6,9999,,9999,3,Tennessee,47,,,,White County,8369
G4701870,1990,Williamson,187,,6,5360,,9999,3,Tennessee,47,,,,Williamson County,29875
G4701890,1990,Wilson,189,,6,5360,,9999,3,Tennessee,47,,,,Wilson County,26198
G4800010,1990,Anderson,1,,7,9999,,9999,3,Texas,48,,,,Anderson County,16909
G4800030,1990,Andrews,3,,7,9999,,9999,3,Texas,48,,,,Andrews County,5462
G4800050,1990,Angelina,5,,7,9999,,9999,3,Texas,48,,,,Angelina County,28796
G4800070,1990,Aransas,7,,7,9999,,9999,3,Texas,48,,,,Aransas County,10889
G4800090,1990,Archer,9,,7,9999,,9999,3,Texas,48,,,,Archer County,3680
G4800110,1990,Armstrong,11,,7,9999,,9999,3,Texas,48,,,,Armstrong County,916
G4800130,1990,Atascosa,13,,7,9999,,9999,3,Texas,48,,,,Atascosa County,11614
G4800150,1990,Austin,15,,7,9999,,9999,3,Texas,48,,,,Austin County,8885
G4800170,1990,Bailey,17,,7,9999,,9999,3,Texas,48,,,,Bailey County,3109
G4800190,1990,Bandera,19,,7,9999,,9999,3,Texas,48,,,,Bandera County,6485
G4800210,1990,Bastrop,21,,7,9999,,9999,3,Texas,48,,,,Bastrop County,16301
G4800230,1990,Baylor,23,,7,9999,,9999,3,Texas,48,,,,Baylor County,3006
G4800250,1990,Bee,25,,7,9999,,9999,3,Texas,48,,,,Bee County,10208
G4800270,1990,Bell,27,,7,3810,,9999,3,Texas,48,,,,Bell County,75957
G4800290,1990,Bexar,29,,7,7240,,9999,3,Texas,48,,,,Bexar County,455832
G4800310,1990,Blanco,31,,7,9999,,9999,3,Texas,48,,,,Blanco County,3135
G4800330,1990,Borden,33,,7,9999,,9999,3,Texas,48,,,,Borden County,478
G4800350,1990,Bosque,35,,7,9999,,9999,3,Texas,48,,,,Bosque County,8074
G4800370,1990,Bowie,37,,7,8360,,9999,3,Texas,48,,,,Bowie County,34234
G4800390,1990,Brazoria,39,,7,3362,,1145,3,Texas,48,,,,Brazoria County,74504
G4800410,1990,Brazos,41,,7,1260,,9999,3,Texas,48,,,,Brazos County,48799
G4800430,1990,Brewster,43,,7,9999,,9999,3,Texas,48,,,,Brewster County,4486
G4800450,1990,Briscoe,45,,7,9999,,9999,3,Texas,48,,,,Briscoe County,1074
G4800470,1990,Brooks,47,,7,9999,,9999,3,Texas,48,,,,Brooks County,3104
G4800490,1990,Brown,49,,7,9999,,9999,3,Texas,48,,,,Brown County,16909
G4800510,1990,Burleson,51,,7,9999,,9999,3,Texas,48,,,,Burleson County,7044
G4800530,1990,Burnet,53,,7,9999,,9999,3,Texas,48,,,,Burnet County,12801
G4800550,1990,Caldwell,55,,7,9999,,9999,3,Texas,48,,,,Caldwell County,10123
G4800570,1990,Calhoun,57,,7,9999,,9999,3,Texas,48,,,,Calhoun County,9559
G4800590,1990,Callahan,59,,7,9999,,9999,3,Texas,48,,,,Callahan County,5503
G4800610,1990,Cameron,61,,7,1240,,9999,3,Texas,48,,,,Cameron County,88759
G4800630,1990,Camp,63,,7,9999,,9999,3,Texas,48,,,,Camp County,4530
G4800650,1990,Carson,65,,7,9999,,9999,3,Texas,48,,,,Carson County,2856
G4800670,1990,Cass,67,,7,9999,,9999,3,Texas,48,,,,Cass County,13191
G4800690,1990,Castro,69,,7,9999,,9999,3,Texas,48,,,,Castro County,3357
G4800710,1990,Chambers,71,,7,9999,,9999,3,Texas,48,,,,Chambers County,8061
G4800730,1990,Cherokee,73,,7,9999,,9999,3,Texas,48,,,,Cherokee County,17629
G4800750,1990,Childress,75,,7,9999,,9999,3,Texas,48,,,,Childress County,3046
G4800770,1990,Clay,77,,7,9999,,9999,3,Texas,48,,,,Clay County,4708
G4800790,1990,Cochran,79,,7,9999,,9999,3,Texas,48,,,,Cochran County,1763
G4800810,1990,Coke,81,,7,9999,,9999,3,Texas,48,,,,Coke County,2793
G4800830,1990,Coleman,83,,7,9999,,9999,3,Texas,48,,,,Coleman County,5382
G4800850,1990,Collin,85,,7,1922,,1920,3,Texas,48,,,,Collin County,103827
G4800870,1990,Collingsworth,87,,7,9999,,9999,3,Texas,48,,,,Collingsworth County,1952
G4800890,1990,Colorado,89,,7,9999,,9999,3,Texas,48,,,,Colorado County,8537
G4800910,1990,Comal,91,,7,7240,,9999,3,Texas,48,,,,Comal County,22987
G4800930,1990,Comanche,93,,7,9999,,9999,3,Texas,48,,,,Comanche County,6724
G4800950,1990,Concho,95,,7,9999,,9999,3,Texas,48,,,,Concho County,1514
G4800970,1990,Cooke,97,,7,9999,,9999,3,Texas,48,,,,Cooke County,13315
G4800990,1990,Coryell,99,,7,3810,,9999,3,Texas,48,,,,Coryell County,18970
G4801010,1990,Cottle,101,,7,9999,,9999,3,Texas,48,,,,Cottle County,1286
G4801030,1990,Crane,103,,7,9999,,9999,3,Texas,48,,,,Crane County,1795
G4801050,1990,Crockett,105,,7,9999,,9999,3,Texas,48,,,,Crockett County,1897
G4801070,1990,Crosby,107,,7,9999,,9999,3,Texas,48,,,,Crosby County,3312
G4801090,1990,Culberson,109,,7,9999,,9999,3,Texas,48,,,,Culberson County,1286
G4801110,1990,Dallam,111,,7,9999,,9999,3,Texas,48,,,,Dallam County,2577
G4801130,1990,Dallas,113,,7,1922,,1920,3,Texas,48,,,,Dallas County,795513
G4801150,1990,Dawson,115,,7,9999,,9999,3,Texas,48,,,,Dawson County,5969
G4801170,1990,Deaf Smith,117,,7,9999,,9999,3,Texas,48,,,,Deaf Smith County,7152
G4801190,1990,Delta,119,,7,9999,,9999,3,Texas,48,,,,Delta County,2305
G4801210,1990,Denton,121,,7,1922,,1920,3,Texas,48,,,,Denton County,112263
G4801230,1990,Dewitt,123,,7,9999,,9999,3,Texas,48,,,,DeWitt County,8568
G4801250,1990,Dickens,125,,7,9999,,9999,3,Texas,48,,,,Dickens County,1564
G4801270,1990,Dimmit,127,,7,9999,,9999,3,Texas,48,,,,Dimmit County,3991
G4801290,1990,Donley,129,,7,9999,,9999,3,Texas,48,,,,Donley County,2304
G4801310,1990,Duval,131,,7,9999,,9999,3,Texas,48,,,,Duval County,5127
G4801330,1990,Eastland,133,,7,9999,,9999,3,Texas,48,,,,Eastland County,9768
G4801350,1990,Ector,135,,7,5800,,9999,3,Texas,48,,,,Ector County,48789
G4801370,1990,Edwards,137,,7,9999,,9999,3,Texas,48,,,,Edwards County,1550
G4801390,1990,Ellis,139,,7,1922,,1920,3,Texas,48,,,,Ellis County,31314
G4801410,1990,El Paso,141,,7,2320,,9999,3,Texas,48,,,,El Paso County,187473
G4801430,1990,Erath,143,,7,9999,,9999,3,Texas,48,,,,Erath County,12758
G4801450,1990,Falls,145,,7,9999,,9999,3,Texas,48,,,,Falls County,7733
G4801470,1990,Fannin,147,,7,9999,,9999,3,Texas,48,,,,Fannin County,11504
G4801490,1990,Fayette,149,,7,9999,,9999,3,Texas,48,,,,Fayette County,10756
G4801510,1990,Fisher,151,,7,9999,,9999,3,Texas,48,,,,Fisher County,2413
G4801530,1990,Floyd,153,,7,9999,,9999,3,Texas,48,,,,Floyd County,3535
G4801550,1990,Foard,155,,7,9999,,9999,3,Texas,48,,,,Foard County,890
G4801570,1990,Fort Bend,157,,7,3362,,3360,3,Texas,48,,,,Fort Bend County,77075
G4801590,1990,Franklin,159,,7,9999,,9999,3,Texas,48,,,,Franklin County,4219
G4801610,1990,Freestone,161,,7,9999,,9999,3,Texas,48,,,,Freestone County,7812
G4801630,1990,Frio,163,,7,9999,,9999,3,Texas,48,,,,Frio County,4879
G4801650,1990,Gaines,165,,7,9999,,9999,3,Texas,48,,,,Gaines County,5221
G4801670,1990,Galveston,167,,7,3362,,2920,3,Texas,48,,,,Galveston County,99451
G4801690,1990,Garza,169,,7,9999,,9999,3,Texas,48,,,,Garza County,2184
G4801710,1990,Gillespie,171,,7,9999,,9999,3,Texas,48,,,,Gillespie County,8265
G4801730,1990,Glasscock,173,,7,9999,,9999,3,Texas,48,,,,Glasscock County,600
G4801750,1990,Goliad,175,,7,9999,,9999,3,Texas,48,,,,Goliad County,2835
G4801770,1990,Gonzales,177,,7,9999,,9999,3,Texas,48,,,,Gonzales County,7810
G4801790,1990,Gray,179,,7,9999,,9999,3,Texas,48,,,,Gray County,11532
